Player,Age,Team,Pos,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MPG
George Gervin,27,SAS,SG,78,,13.1,24.9,0.528,0.4,1.3,0.314,12.7,23.6,0.54,0.536,6.5,7.6,0.852,2.0,3.2,5.2,2.6,1.4,1.0,3.3,2.7,33.1,37.6
World B. Free,26,SDC,SG,68,,10.8,22.9,0.474,0.1,0.4,0.36,10.7,22.5,0.476,0.477,8.4,11.2,0.753,1.9,1.6,3.5,4.2,1.2,0.5,3.4,2.9,30.2,38.0
Adrian Dantley,24,UTA,SF,68,,10.7,18.6,0.576,0.0,0.0,0.0,10.7,18.6,0.577,0.576,6.5,7.7,0.842,2.7,4.9,7.6,2.8,1.4,0.2,3.4,3.1,28.0,39.3
Julius Erving,29,PHI,SF,78,78.0,10.7,20.7,0.519,0.1,0.3,0.2,10.7,20.4,0.523,0.52,5.4,6.8,0.787,2.8,4.6,7.4,4.6,2.2,1.8,3.6,2.7,26.9,36.1
Moses Malone,24,HOU,C,82,82.0,9.5,18.9,0.502,0.0,0.1,0.0,9.5,18.8,0.504,0.502,6.9,9.5,0.719,7.0,7.5,14.5,1.8,1.0,1.3,3.7,2.6,25.8,38.3
Kareem Abdul-Jabbar,32,LAL,C,82,,10.2,16.9,0.604,0.0,0.0,0.0,10.2,16.9,0.604,0.604,4.4,5.8,0.765,2.3,8.5,10.8,4.5,1.0,3.4,3.6,2.6,24.8,38.3
Dan Issel,31,DEN,C,82,82.0,8.7,17.3,0.505,0.0,0.1,0.333,8.7,17.1,0.506,0.506,6.3,8.1,0.775,2.9,5.9,8.8,2.4,1.1,0.7,2.0,2.3,23.8,35.8
Elvin Hayes,34,WSB,PF,81,,9.4,20.7,0.454,0.0,0.2,0.231,9.4,20.5,0.456,0.455,4.1,5.9,0.699,3.3,7.7,11.1,1.6,0.8,2.3,2.7,3.8,23.0,39.3
Otis Birdsong,24,KCK,SG,82,,9.5,18.9,0.505,0.1,0.4,0.278,9.4,18.4,0.511,0.508,3.5,5.0,0.694,2.1,2.0,4.0,2.5,1.7,0.3,2.2,2.8,22.7,35.2
Mike Mitchell,24,CLE,SF,82,82.0,9.5,18.1,0.523,0.0,0.1,0.0,9.5,18.0,0.525,0.523,3.3,4.2,0.787,2.5,4.7,7.2,1.1,0.9,0.9,2.1,3.2,22.2,34.2
Gus Williams,26,SEA,PG,82,82.0,9.0,18.7,0.482,0.1,0.4,0.194,8.9,18.3,0.489,0.484,4.0,5.1,0.788,1.5,1.8,3.4,4.8,2.4,0.5,2.2,2.0,22.1,36.2
Paul Westphal,29,PHO,SG,82,82.0,8.4,16.1,0.525,0.3,1.1,0.28,8.1,14.9,0.544,0.535,4.7,5.4,0.862,0.6,1.7,2.3,5.1,1.5,0.4,2.5,2.0,21.9,32.5
Bill Cartwright,22,NYK,C,82,82.0,8.1,14.8,0.547,0.0,0.0,,8.1,14.8,0.547,0.547,5.5,6.9,0.797,2.4,6.5,8.9,2.0,0.6,1.2,2.7,3.4,21.7,38.4
Marques Johnson,23,MIL,SF,77,,8.9,16.5,0.544,0.0,0.1,0.222,8.9,16.3,0.546,0.545,3.8,4.8,0.791,2.8,4.5,7.4,3.5,1.3,0.9,2.4,2.2,21.7,34.9
Walter Davis,25,PHO,SF,75,,8.8,15.5,0.563,0.0,0.1,0.0,8.8,15.5,0.565,0.563,4.0,4.9,0.819,1.0,2.6,3.6,4.5,1.5,0.3,3.2,2.7,21.5,30.8
David Thompson,25,DEN,SG,39,,7.4,15.8,0.468,0.2,0.5,0.368,7.2,15.3,0.472,0.474,6.5,8.6,0.758,1.4,3.0,4.5,3.2,1.0,1.0,3.0,2.7,21.5,31.8
Larry Bird,23,BOS,PF,82,82.0,8.5,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.481,0.494,3.7,4.4,0.836,2.6,7.8,10.4,4.5,1.7,0.6,3.2,3.4,21.3,36.0
Bob McAdoo,28,DET,PF,58,,8.5,17.7,0.48,0.1,0.4,0.125,8.4,17.3,0.489,0.481,4.1,5.6,0.73,1.7,6.3,8.1,3.4,1.3,1.1,4.1,3.1,21.1,36.2
Mike Newlin,31,NJN,SG,78,,7.8,17.0,0.46,0.6,1.9,0.296,7.3,15.1,0.481,0.477,4.7,5.3,0.884,1.3,2.1,3.4,4.0,1.5,0.1,3.0,2.5,20.9,32.2
Ray Williams,25,NYK,PG,82,82.0,8.4,16.9,0.496,0.1,0.5,0.189,8.3,16.4,0.505,0.499,4.1,5.2,0.787,1.8,3.2,5.0,6.2,2.0,0.3,3.1,3.6,20.9,31.5
Reggie Theus,22,CHI,SG,82,82.0,6.9,14.3,0.483,0.3,1.3,0.267,6.6,13.0,0.504,0.495,6.1,7.3,0.838,1.7,2.3,4.0,6.3,1.4,0.2,4.2,3.2,20.2,36.9
Larry Kenon,27,SAS,PF,78,,8.3,17.1,0.485,0.0,0.1,0.111,8.3,17.0,0.488,0.486,3.5,4.4,0.783,3.3,6.6,9.9,3.0,1.4,0.2,3.0,2.5,20.1,35.9
Calvin Murphy,31,HOU,SG,76,,8.2,16.7,0.493,0.0,0.3,0.04,8.2,16.3,0.502,0.493,3.6,4.0,0.897,0.9,1.1,2.0,3.9,1.9,0.1,2.1,3.5,20.0,35.2
Jamaal Wilkes,26,LAL,SF,82,82.0,8.9,16.6,0.535,0.0,0.2,0.176,8.8,16.4,0.539,0.536,2.3,2.9,0.808,2.1,4.3,6.4,3.0,1.6,0.3,1.9,2.7,20.0,37.9
Calvin Natt,23,NJN,SF,53,,7.9,16.6,0.479,0.0,0.1,0.2,7.9,16.5,0.481,0.48,3.8,5.3,0.711,3.3,6.4,9.7,2.1,1.5,0.4,2.5,2.8,19.7,38.6
Calvin Natt,23,POR,SF,25,,8.0,16.8,0.48,0.1,0.2,0.5,8.0,16.6,0.48,0.482,4.3,5.6,0.77,2.6,4.5,7.1,2.3,1.0,0.5,2.6,2.3,20.4,32.4
John Drew,25,ATL,SF,80,,6.7,14.8,0.453,0.0,0.1,0.0,6.7,14.7,0.455,0.453,6.1,8.1,0.757,2.5,3.4,5.9,1.3,1.1,0.3,3.0,3.9,19.5,28.8
John Long,23,DET,SG,69,,8.5,16.9,0.505,0.0,0.2,0.083,8.5,16.7,0.51,0.506,2.3,2.8,0.825,2.2,2.7,4.9,3.0,1.9,0.4,3.0,3.2,19.4,34.3
Bob Lanier,31,DET,C,37,,8.6,15.8,0.546,0.0,0.1,0.0,8.6,15.6,0.551,0.546,4.4,5.7,0.781,2.9,7.2,10.1,3.3,1.0,1.6,3.1,3.5,21.7,37.6
Bob Lanier,31,MIL,C,26,,5.7,10.9,0.519,0.0,0.0,1.0,5.6,10.8,0.518,0.521,4.3,5.5,0.785,1.7,5.2,6.9,2.4,1.4,1.1,1.9,2.7,15.7,28.4
Mickey Johnson,27,IND,PF,82,61.0,7.2,15.5,0.463,0.1,0.4,0.156,7.1,15.1,0.471,0.465,4.7,5.9,0.799,3.1,5.2,8.3,4.2,1.9,1.4,3.5,3.5,19.1,32.3
Toby Knight,24,NYK,SF,81,,8.3,15.6,0.529,0.0,0.0,0.0,8.3,15.6,0.53,0.529,2.6,3.2,0.808,2.5,3.6,6.1,1.9,1.4,1.1,2.0,3.7,19.1,36.4
Dennis Johnson,25,SEA,SG,81,,7.1,16.8,0.422,0.1,0.7,0.207,6.9,16.1,0.431,0.426,4.7,6.0,0.78,2.1,3.0,5.1,4.1,1.8,1.0,2.8,3.3,19.0,36.3
Scott Wedman,27,KCK,SF,68,,8.4,16.4,0.512,0.1,0.3,0.318,8.3,16.0,0.516,0.515,2.1,2.7,0.801,1.7,4.0,5.7,2.1,1.2,0.7,1.6,3.4,19.0,34.5
Freeman Williams,23,SDC,SG,82,,7.9,16.4,0.48,0.5,1.6,0.328,7.4,14.8,0.496,0.496,2.4,2.9,0.815,1.3,1.1,2.3,2.0,0.9,0.1,2.1,1.8,18.6,25.8
Eddie Johnson,24,ATL,SG,79,,7.5,15.3,0.487,0.1,0.2,0.385,7.4,15.2,0.488,0.489,3.5,4.3,0.828,1.2,1.3,2.5,4.7,1.5,0.3,2.4,2.7,18.5,33.2
Campy Russell,28,CLE,SF,41,,6.9,15.4,0.451,0.0,0.2,0.111,6.9,15.1,0.456,0.452,4.3,5.8,0.745,1.9,3.6,5.5,4.2,1.8,0.5,3.6,2.8,18.2,32.5
Magic Johnson,20,LAL,SG,77,,6.5,12.3,0.53,0.1,0.4,0.226,6.4,11.9,0.54,0.534,4.9,6.0,0.81,2.2,5.6,7.7,7.3,2.4,0.5,4.0,2.8,18.0,36.3
Artis Gilmore,30,CHI,C,48,,6.4,10.7,0.595,0.0,0.0,,6.4,10.7,0.595,0.595,5.1,7.2,0.712,2.3,6.8,9.0,2.8,0.6,1.2,2.8,3.5,17.8,32.7
James Silas,30,SAS,PG,77,,6.7,13.0,0.514,0.0,0.1,0.0,6.7,12.9,0.516,0.514,4.4,5.0,0.887,0.6,1.6,2.2,4.5,0.8,0.2,2.5,2.7,17.7,29.8
Junior Bridgeman,26,MIL,SF,81,,7.3,15.3,0.478,0.1,0.3,0.185,7.3,15.0,0.484,0.48,2.8,3.3,0.865,1.3,2.4,3.7,2.9,1.2,0.2,2.1,2.7,17.6,28.6
Norm Nixon,24,LAL,PG,82,82.0,7.6,14.7,0.516,0.0,0.1,0.125,7.6,14.6,0.519,0.517,2.4,3.1,0.779,0.6,2.2,2.8,7.8,1.8,0.2,3.5,2.9,17.6,39.3
Randy Smith,31,CLE,SG,82,82.0,7.3,16.2,0.452,0.1,0.6,0.189,7.2,15.5,0.463,0.456,2.8,3.5,0.823,1.1,2.0,3.1,4.4,1.5,0.1,2.4,2.3,17.6,32.6
Bob Dandridge,32,WSB,SF,45,,7.3,16.2,0.451,0.0,0.2,0.182,7.3,16.0,0.455,0.453,2.7,3.4,0.809,1.4,4.1,5.5,4.0,0.6,0.8,2.7,2.5,17.4,32.4
Truck Robinson,28,PHO,PF,82,82.0,6.6,13.0,0.512,0.0,0.0,,6.6,13.0,0.512,0.512,4.0,5.9,0.667,2.6,6.8,9.4,1.7,0.7,0.7,3.1,3.2,17.3,33.0
Robert Parish,26,GSW,C,72,,7.1,14.0,0.507,0.0,0.0,0.0,7.1,14.0,0.507,0.507,2.8,3.9,0.715,3.4,7.4,10.9,1.7,0.8,1.6,3.1,3.4,17.0,29.4
Purvis Short,22,GSW,SF,62,,7.4,14.8,0.503,0.0,0.1,0.0,7.4,14.7,0.507,0.503,2.2,2.7,0.812,1.9,3.2,5.1,2.0,1.0,0.1,2.0,3.0,17.0,26.4
Alex English,26,IND,SF,54,15.0,6.4,12.7,0.504,0.0,0.1,0.0,6.4,12.6,0.507,0.504,2.1,2.6,0.814,3.1,3.9,7.0,2.6,0.8,0.6,2.3,2.4,14.9,28.3
Alex English,26,DEN,SF,24,,8.6,17.8,0.485,0.1,0.1,0.667,8.5,17.7,0.483,0.487,4.0,5.3,0.762,4.3,5.1,9.4,3.4,1.2,1.2,3.8,3.3,21.3,36.5
Cedric Maxwell,24,BOS,SF,80,80.0,5.7,9.4,0.609,0.0,0.0,,5.7,9.4,0.609,0.609,5.5,6.9,0.787,3.6,5.3,8.8,2.5,1.0,0.8,2.9,3.3,16.9,34.3
Dan Roundfield,26,ATL,PF,81,,6.2,12.4,0.499,0.0,0.0,0.0,6.2,12.4,0.5,0.499,4.1,5.7,0.71,3.6,6.7,10.3,2.3,1.2,1.7,2.9,3.9,16.5,32.0
