Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Sam Perkins,24,DAL,PF,80,79,2626,17.6,0.573,0.036,0.414,8.3,20.1,14.3,7.8,1.3,1.9,11.9,19.0,5.0,2.3,7.3,0.133,1.3,-0.3,1.0,1.9
Fat Lever,25,DEN,PG,78,77,2616,15.7,0.473,0.036,0.172,5.2,11.9,8.4,29.4,3.1,0.3,15.5,19.9,0.9,3.6,4.5,0.082,0.5,1.1,1.6,2.4
Rodney McCray,24,HOU,SF,82,82,2610,13.6,0.583,0.005,0.353,6.5,15.1,10.7,13.6,0.9,1.2,15.2,12.8,4.2,2.1,6.3,0.115,0.8,0.2,1.0,2.0
Marques Johnson,29,LAC,SG,75,75,2605,18.9,0.555,0.012,0.326,6.5,11.2,8.8,17.5,1.9,1.0,11.8,24.0,4.8,1.1,5.9,0.108,2.4,-0.7,1.7,2.5
Magic Johnson,26,LAL,PG,72,70,2578,24.0,0.61,0.047,0.473,3.9,14.3,9.4,45.1,2.0,0.3,19.8,21.6,9.0,3.1,12.1,0.226,6.0,0.7,6.7,5.7
Clyde Drexler,23,POR,SG,75,58,2576,19.8,0.53,0.053,0.334,7.5,11.0,9.3,33.3,3.5,1.0,17.7,24.4,3.5,3.1,6.7,0.124,3.1,1.2,4.3,4.1
Mychal Thompson,31,POR,C,82,78,2569,13.7,0.525,0.0,0.306,8.0,18.9,13.4,9.6,1.4,0.8,14.6,20.7,1.3,2.4,3.7,0.068,-0.8,-1.0,-1.9,0.1
Gerald Henderson,30,SEA,PG,82,82,2568,15.7,0.537,0.058,0.248,4.0,4.6,4.3,28.4,2.6,0.3,15.6,19.3,3.6,2.6,6.2,0.115,1.0,0.3,1.3,2.1
Robert Parish,32,BOS,C,81,80,2567,18.8,0.586,0.0,0.347,11.3,21.1,16.5,7.7,1.2,2.5,14.4,20.8,4.4,4.8,9.2,0.171,1.5,0.6,2.1,2.6
Sidney Moncrief,28,MIL,PG,73,72,2567,20.0,0.604,0.107,0.603,5.0,9.4,7.3,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.219,4.2,0.7,4.9,4.5
Cliff Robinson,25,WSB,SF,78,78,2563,18.3,0.518,0.003,0.281,7.6,21.0,14.4,12.1,1.9,1.0,12.7,26.4,1.5,4.1,5.6,0.104,0.6,0.1,0.7,1.7
Mark Eaton,29,UTA,C,80,80,2551,12.2,0.499,0.0,0.343,7.5,21.2,14.4,5.2,0.6,8.1,18.8,13.2,-0.9,4.8,4.0,0.075,-3.0,3.2,0.1,1.4
World B. Free,32,CLE,SG,75,75,2535,19.0,0.533,0.118,0.339,3.1,6.4,4.7,19.9,1.7,0.4,9.5,29.3,4.5,1.5,6.1,0.115,3.2,-0.9,2.3,2.8
Mike Gminski,26,NJN,C,81,78,2525,19.0,0.594,0.001,0.414,9.1,20.6,14.8,7.5,1.0,1.6,11.1,19.9,6.3,2.9,9.2,0.175,2.7,-0.2,2.5,2.9
Eddie Johnson,26,SAC,SF,82,30,2514,15.8,0.523,0.015,0.262,7.8,11.0,9.4,13.2,1.0,0.4,11.6,26.6,2.7,1.4,4.0,0.077,0.8,-1.9,-1.1,0.6
Mark Aguirre,26,DAL,SF,74,73,2501,19.2,0.547,0.042,0.34,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29.0,3.7,0.9,4.7,0.09,2.3,-2.1,0.3,1.4
Larry Nance,26,PHO,PF,73,69,2484,20.5,0.616,0.008,0.444,8.2,20.0,14.3,14.8,1.3,2.9,14.9,22.6,5.3,3.2,8.4,0.163,2.8,1.1,3.9,3.7
Karl Malone,22,UTA,PF,81,76,2475,13.7,0.504,0.002,0.399,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,-2.4,4.3,1.9,0.036,-2.4,0.5,-1.9,0.1
Julius Erving,35,PHI,SG,74,74,2474,17.4,0.537,0.029,0.339,7.7,9.1,8.4,15.4,2.2,1.9,14.6,23.8,3.3,2.6,5.9,0.114,1.8,0.3,2.1,2.6
John Bagley,25,CLE,PG,78,77,2472,15.2,0.475,0.043,0.249,3.4,8.9,6.1,40.7,2.3,0.2,19.9,19.8,1.0,2.0,3.0,0.059,1.3,-0.7,0.6,1.6
Hakeem Olajuwon,23,HOU,C,68,68,2467,24.2,0.56,0.0,0.453,14.4,19.8,17.1,8.0,2.5,5.2,12.0,25.6,5.3,4.2,9.5,0.186,2.9,1.2,4.0,3.8
Cedric Maxwell,30,LAC,SF,76,72,2458,15.6,0.592,0.005,0.85,10.7,17.5,14.0,12.0,1.2,0.6,18.5,18.2,4.3,1.1,5.4,0.105,0.6,-1.2,-0.6,0.9
James Worthy,24,LAL,SF,75,73,2454,20.4,0.613,0.012,0.289,6.6,11.1,9.0,11.5,1.6,1.7,10.9,22.6,6.7,2.7,9.5,0.185,3.5,0.3,3.9,3.6
Lewis Lloyd,26,HOU,SG,82,82,2444,17.7,0.567,0.013,0.211,6.8,7.5,7.1,17.3,1.9,0.5,13.7,22.6,4.5,1.8,6.3,0.124,1.8,-0.4,1.4,2.1
Larry Smith,28,GSW,PF,77,74,2441,13.4,0.539,0.002,0.387,16.4,21.8,19.0,4.9,1.2,1.1,16.4,13.2,2.7,1.6,4.3,0.085,-0.4,-1.7,-2.1,-0.1
Purvis Short,28,GSW,SF,64,63,2427,19.1,0.547,0.037,0.309,5.4,9.4,7.3,14.8,1.7,0.5,11.0,27.1,4.9,0.9,5.7,0.113,2.3,-1.3,1.0,1.8
Kyle Macy,28,CHI,PG,82,79,2426,12.3,0.557,0.238,0.152,1.8,6.6,4.1,24.3,1.6,0.3,15.6,12.6,3.6,0.3,3.9,0.077,0.5,-0.9,-0.5,0.9
Mike Woodson,27,SAC,SG,81,51,2417,14.2,0.527,0.012,0.269,4.4,6.1,5.3,11.9,1.8,0.9,10.8,22.5,2.5,1.5,4.0,0.079,-0.3,-0.5,-0.7,0.8
Danny Ainge,26,BOS,SG,80,78,2407,13.6,0.562,0.104,0.194,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,3.6,3.2,6.8,0.136,-0.1,1.0,0.9,1.8
T.R. Dunn,30,DEN,SG,82,82,2401,9.4,0.493,0.003,0.232,5.9,10.7,8.2,8.2,2.9,0.4,10.9,7.5,1.8,3.1,4.9,0.098,-1.9,2.2,0.3,1.4
Steve Stipanovich,25,IND,C,79,65,2397,15.9,0.526,0.011,0.356,7.9,20.2,14.1,12.3,1.5,1.7,12.5,20.0,2.5,3.4,5.9,0.118,0.4,1.0,1.4,2.0
Kevin McHale,28,BOS,PF,68,62,2397,21.6,0.623,0.0,0.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,7.2,3.8,11.0,0.22,3.7,0.8,4.4,3.9
Otis Birdsong,30,NJN,SG,77,74,2395,13.4,0.529,0.021,0.199,4.1,5.4,4.7,16.3,1.6,0.4,13.5,22.1,1.4,1.8,3.2,0.064,-0.4,-0.7,-1.1,0.6
Artis Gilmore,36,SAS,C,71,71,2395,17.1,0.661,0.001,0.705,8.1,20.1,14.3,5.8,0.8,2.5,17.2,18.2,4.8,2.4,7.1,0.143,0.8,0.0,0.8,1.7
LaSalle Thompson,24,SAC,C,80,64,2377,16.4,0.559,0.001,0.348,12.1,24.5,18.3,9.8,1.4,2.6,16.7,18.7,2.5,3.1,5.6,0.113,0.0,0.7,0.7,1.6
Thurl Bailey,24,UTA,PF,82,13,2358,15.0,0.499,0.006,0.257,6.9,15.7,11.4,9.7,0.8,2.7,10.7,23.0,1.0,3.0,4.0,0.081,-0.5,-0.4,-0.9,0.7
Rory Sparrow,27,NYK,PG,74,74,2344,13.0,0.511,0.028,0.176,2.3,6.1,4.1,30.0,1.8,0.4,16.5,16.7,1.5,2.2,3.7,0.077,-0.3,0.0,-0.3,1.0
Dan Roundfield,32,WSB,PF,79,21,2321,14.7,0.56,0.009,0.548,9.8,20.1,15.0,10.4,0.8,1.2,18.6,18.1,2.1,3.1,5.1,0.106,-0.5,-0.2,-0.8,0.7
Sidney Green,25,CHI,PF,80,68,2307,14.2,0.526,0.009,0.383,9.8,22.9,16.1,8.6,1.5,0.9,17.7,21.9,0.9,1.6,2.5,0.052,-1.3,-1.4,-2.7,-0.4
Kevin Willis,23,ATL,PF,82,59,2300,14.1,0.545,0.007,0.324,11.7,22.0,16.9,2.8,1.4,1.1,16.0,19.6,1.4,3.3,4.7,0.099,-1.3,-0.6,-1.9,0.0
Melvin Turpin,25,CLE,C,80,69,2292,16.4,0.585,0.005,0.272,8.8,18.0,13.4,3.5,1.3,2.6,12.5,19.1,3.4,2.6,6.0,0.125,0.2,0.1,0.4,1.4
Gus Williams,32,WSB,PG,77,67,2284,15.0,0.473,0.115,0.186,2.5,5.4,3.9,30.8,2.0,0.4,12.7,23.0,0.7,2.2,2.8,0.06,0.6,-0.9,-0.3,1.0
Wayman Tisdale,21,IND,PF,81,60,2277,14.0,0.539,0.002,0.234,9.2,18.6,13.9,5.4,0.7,1.1,14.5,23.3,0.7,2.6,3.2,0.068,-1.5,-1.3,-2.8,-0.4
Michael Cooper,29,LAL,SG,82,15,2269,13.5,0.557,0.269,0.281,2.3,9.6,6.1,24.3,1.8,1.0,18.2,14.8,3.4,2.4,5.8,0.123,0.7,1.1,1.8,2.2
Orlando Woolridge,26,CHI,SF,70,59,2248,19.6,0.56,0.021,0.424,7.3,10.4,8.8,14.9,1.0,1.2,11.9,26.5,5.2,0.4,5.6,0.12,3.8,-1.9,2.0,2.3
Walter Davis,31,PHO,SG,70,62,2239,18.1,0.536,0.059,0.237,2.9,7.4,5.2,26.5,2.0,0.1,13.4,29.2,2.5,1.7,4.2,0.091,1.7,-1.3,0.4,1.4
Louis Orr,27,NYK,SF,74,64,2237,12.4,0.509,0.005,0.375,5.9,10.0,7.9,11.9,1.3,0.7,12.0,18.4,1.5,2.3,3.7,0.08,-0.6,-0.1,-0.7,0.7
Kurt Nimphius,27,DAL,PF,13,4,280,11.3,0.537,0.014,0.403,9.2,14.3,11.8,6.4,0.5,2.3,13.3,14.2,0.3,0.1,0.4,0.07,-1.2,-0.1,-1.2,0.1
Kurt Nimphius,27,LAC,PF,67,62,1946,12.8,0.556,0.003,0.375,7.2,15.2,11.2,3.5,0.7,2.6,12.9,17.1,1.9,0.8,2.7,0.066,-1.6,-1.2,-2.8,-0.4
Clint Richardson,29,IND,SG,82,61,2224,12.2,0.496,0.012,0.2,3.4,8.8,6.1,23.2,1.2,0.2,14.5,17.3,1.2,1.9,3.1,0.067,-0.7,-0.3,-1.0,0.6
Byron Scott,24,LAL,SG,76,62,2190,15.0,0.55,0.062,0.178,3.0,6.6,4.9,10.2,1.8,0.4,9.4,21.7,3.2,2.0,5.2,0.113,0.0,-0.3,-0.3,0.9
Terry Teagle,25,GSW,SG,82,52,2158,14.2,0.542,0.026,0.277,4.6,7.3,5.9,7.6,1.5,0.9,11.2,22.0,2.5,0.6,3.1,0.069,-0.8,-1.3,-2.1,0.0
Robert Reid,30,HOU,SF,82,5,2157,13.7,0.506,0.037,0.243,3.3,11.8,7.5,13.5,2.0,0.4,9.0,19.4,2.5,1.9,4.4,0.098,-1.2,0.1,-1.2,0.5
Mark Olberding,29,SAC,PF,81,64,2157,11.2,0.618,0.005,0.521,6.0,16.2,11.1,15.6,0.9,0.6,23.0,12.1,2.3,1.6,3.9,0.087,-1.1,0.6,-0.5,0.8
Derek Harper,24,DAL,PG,79,39,2150,18.8,0.58,0.07,0.314,3.9,7.6,5.8,26.3,3.3,0.6,14.8,18.5,4.5,1.7,6.2,0.138,2.1,1.2,3.4,2.9
Ricky Pierce,26,MIL,SG,81,8,2147,16.6,0.603,0.029,0.388,4.9,7.0,6.0,11.6,1.8,0.2,10.3,19.5,5.7,2.6,8.3,0.186,1.4,0.5,1.9,2.1
Gene Banks,26,CHI,SF,82,33,2139,15.5,0.559,0.028,0.371,9.1,10.0,9.5,16.6,1.8,0.3,14.8,17.9,3.7,0.6,4.3,0.097,1.6,-0.9,0.8,1.5
Norm Nixon,30,LAC,PG,67,62,2138,15.7,0.493,0.131,0.176,2.3,7.1,4.7,40.3,1.8,0.1,16.1,22.2,1.7,0.3,2.0,0.046,1.6,-2.5,-0.9,0.6
John Lucas,32,HOU,PG,65,65,2120,17.4,0.53,0.178,0.364,1.7,5.7,3.6,34.6,1.7,0.1,13.6,20.2,4.5,1.2,5.7,0.13,3.0,-1.2,1.8,2.0
Wayne Cooper,29,DEN,C,78,78,2112,16.3,0.509,0.008,0.242,9.0,21.8,15.1,5.2,0.9,5.9,10.5,20.4,1.6,3.5,5.1,0.116,-1.5,1.0,-0.5,0.8
Manute Bol,23,WSB,C,80,60,2090,11.2,0.472,0.004,0.309,6.4,18.3,12.4,1.4,0.6,10.6,17.1,7.6,-0.4,4.2,3.9,0.089,-3.8,4.7,0.9,1.5
Benoit Benjamin,21,LAC,C,79,37,2088,16.1,0.551,0.005,0.464,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,1.7,2.3,4.0,0.093,-1.6,1.1,-0.5,0.8
George Gervin,33,CHI,SG,82,75,2065,16.0,0.534,0.017,0.293,4.1,7.8,5.9,11.2,1.1,0.6,11.5,27.6,2.8,0.2,3.0,0.069,0.5,-2.6,-2.1,0.0
Bob Hansen,25,UTA,SG,82,82,2032,10.1,0.517,0.08,0.21,4.5,8.6,6.5,13.1,1.7,0.2,15.5,16.2,0.4,2.1,2.5,0.058,-2.6,0.1,-2.5,-0.3
Gerald Wilkins,22,NYK,SG,81,53,2025,12.2,0.488,0.027,0.254,4.9,6.8,5.8,13.2,1.6,0.3,13.1,24.7,-1.2,1.9,0.7,0.018,-1.2,-0.9,-2.1,-0.1
Darrell Walker,24,NYK,PG,81,35,2023,14.0,0.479,0.013,0.368,5.3,7.0,6.2,25.3,3.5,1.1,18.0,22.1,-0.9,3.0,2.1,0.05,-0.6,1.9,1.3,1.7
Tom Chambers,26,SEA,PF,66,26,2019,17.1,0.551,0.052,0.446,7.2,18.3,12.6,10.5,1.3,1.1,14.9,27.0,2.4,2.5,4.8,0.115,0.4,-0.5,-0.1,1.0
Earl Cureton,28,DET,PF,80,19,2017,11.7,0.523,0.004,0.374,10.2,16.5,13.3,8.4,1.3,1.6,18.6,15.7,0.5,2.1,2.6,0.061,-1.7,0.1,-1.6,0.2
Rickey Green,31,UTA,PG,80,44,2012,16.4,0.537,0.038,0.33,1.8,5.5,3.7,29.4,2.4,0.2,13.2,20.1,3.0,2.2,5.2,0.124,0.8,0.2,1.0,1.5
Calvin Natt,29,DEN,PF,69,62,2007,18.6,0.562,0.006,0.373,6.2,17.0,11.3,11.6,1.3,0.4,10.7,23.3,3.9,2.3,6.1,0.146,2.1,-0.8,1.3,1.7
Alvan Adams,31,PHO,C,78,45,2005,15.3,0.547,0.003,0.299,8.9,18.1,13.7,22.5,2.4,1.3,21.1,19.4,1.2,2.7,3.9,0.094,0.2,1.5,1.6,1.8
Albert King,26,NJN,SF,73,69,1998,13.3,0.498,0.024,0.211,6.5,14.1,10.3,13.4,1.3,0.7,14.7,24.6,0.0,1.9,1.9,0.045,-1.1,-1.1,-2.2,-0.1
Jay Vincent,26,DAL,PF,80,3,1994,16.4,0.532,0.003,0.298,6.0,14.1,10.2,13.0,1.6,0.6,12.2,24.2,2.2,1.2,3.4,0.081,0.1,-1.3,-1.2,0.4
Bill Hanzlik,28,DEN,SF,79,0,1982,15.3,0.537,0.055,0.547,4.4,9.7,7.0,20.7,2.4,0.4,15.2,21.1,2.4,2.3,4.7,0.115,-0.3,0.7,0.4,1.2
Vinnie Johnson,29,DET,SG,79,12,1978,17.0,0.503,0.013,0.215,6.2,5.9,6.1,19.1,1.9,0.6,7.5,23.3,3.4,1.4,4.7,0.115,1.7,-0.2,1.4,1.7
Brad Davis,30,DAL,PG,82,43,1971,16.9,0.634,0.177,0.454,1.5,6.6,4.1,30.3,1.4,0.4,15.4,14.7,5.7,0.5,6.2,0.152,2.4,-0.9,1.5,1.8
Larry Drew,27,SAC,PG,75,31,1971,13.7,0.525,0.04,0.207,1.4,5.7,3.6,24.4,1.6,0.1,13.6,20.1,1.9,0.9,2.8,0.068,-0.3,-1.0,-1.3,0.3
Darwin Cook,27,NJN,PG,79,33,1965,13.1,0.465,0.085,0.177,2.9,7.2,5.0,26.1,3.7,0.7,16.3,16.4,0.5,2.6,3.0,0.074,-0.9,2.0,1.1,1.6
Joe Dumars,22,DET,SG,82,45,1957,12.9,0.548,0.027,0.399,3.2,3.3,3.2,24.8,1.6,0.3,18.4,17.2,2.2,1.0,3.2,0.079,-0.3,-0.8,-1.1,0.4
Cliff Levingston,25,ATL,PF,81,35,1945,14.7,0.572,0.002,0.439,11.0,19.3,15.1,5.1,1.9,1.2,14.7,16.2,2.6,2.9,5.5,0.136,-0.3,0.7,0.4,1.2
John Stockton,23,UTA,PG,82,38,1935,17.0,0.566,0.032,0.44,1.9,8.1,5.0,41.8,3.8,0.3,23.2,15.1,2.9,2.9,5.9,0.146,0.5,1.9,2.4,2.1
Jim Paxson,28,POR,SG,75,31,1931,15.9,0.545,0.078,0.308,2.5,6.2,4.3,20.1,2.2,0.1,11.1,20.7,3.5,1.3,4.8,0.12,1.0,-0.3,0.6,1.3
Dave Greenwood,28,SAS,PF,68,24,1910,11.1,0.574,0.003,0.474,9.3,22.1,15.9,5.9,0.9,1.5,19.4,12.3,1.5,1.9,3.4,0.085,-1.4,-0.1,-1.6,0.2
Danny Young,23,SEA,PG,82,29,1901,13.7,0.573,0.165,0.236,1.8,5.8,3.7,22.2,2.9,0.3,15.7,12.9,2.7,2.1,4.8,0.121,0.2,1.7,1.9,1.9
Steve Colter,23,POR,PG,81,51,1868,12.7,0.528,0.139,0.275,2.5,8.3,5.4,18.0,2.8,0.3,14.7,16.6,1.6,1.7,3.3,0.085,-0.8,0.8,0.0,0.9
Wes Matthews,26,SAS,PG,75,46,1853,15.5,0.587,0.041,0.35,1.9,6.0,4.0,34.9,2.2,1.0,25.0,20.2,1.6,1.3,3.0,0.077,1.1,-1.0,0.1,1.0
Steve Johnson,28,SAS,C,71,55,1828,16.8,0.667,0.0,0.651,9.2,19.4,14.4,7.3,1.1,2.0,20.6,20.4,3.0,1.9,4.9,0.128,-0.5,0.1,-0.4,0.7
Alton Lister,27,MIL,C,81,19,1812,16.4,0.573,0.003,0.461,12.4,23.9,18.2,7.6,1.3,4.6,18.8,18.9,1.6,3.8,5.5,0.144,-0.7,1.7,1.1,1.4
Randy Breuer,25,MIL,C,82,63,1792,14.1,0.521,0.002,0.347,10.0,18.4,14.3,8.4,1.3,3.8,15.7,17.5,1.2,3.3,4.5,0.12,-0.8,1.3,0.6,1.2
Greg Ballard,31,GSW,SF,75,14,1792,13.4,0.529,0.061,0.221,7.7,17.9,12.6,6.0,1.7,0.2,7.9,14.9,2.6,1.0,3.6,0.097,-0.3,-0.7,-1.0,0.4
Trent Tucker,26,NYK,SG,77,23,1788,14.6,0.522,0.123,0.135,4.2,6.6,5.3,17.2,1.8,0.3,8.2,20.0,2.3,1.7,4.0,0.107,0.6,0.3,0.9,1.3
Tree Rollins,30,ATL,C,74,61,1781,11.0,0.537,0.003,0.259,8.1,20.2,14.2,3.0,1.0,5.5,19.1,10.9,0.5,3.0,3.4,0.093,-2.3,2.5,0.3,1.0
Charles Oakley,22,CHI,PF,77,30,1772,16.5,0.561,0.006,0.497,15.7,27.1,21.2,10.5,1.8,1.0,21.0,19.2,1.7,1.6,3.3,0.09,0.5,-0.9,-0.4,0.7
Patrick Ewing,23,NYK,C,50,50,1771,17.4,0.526,0.006,0.376,7.6,21.9,14.4,9.6,1.5,3.6,15.3,26.5,0.0,3.1,3.1,0.084,-0.1,1.2,1.1,1.4
Rory White,26,LAC,SF,75,30,1761,14.0,0.56,0.013,0.325,5.1,6.3,5.7,6.4,2.0,0.2,10.8,20.0,2.3,0.3,2.6,0.07,-0.8,-1.3,-2.1,-0.1
Sedale Threatt,24,PHI,SG,70,27,1754,11.1,0.481,0.035,0.132,1.3,6.4,3.9,16.0,2.5,0.2,12.4,18.9,0.5,1.6,2.1,0.056,-2.8,0.4,-2.3,-0.2
Maurice Lucas,33,LAL,PF,77,8,1750,13.8,0.52,0.003,0.352,11.2,24.9,18.4,6.0,1.2,0.8,13.8,20.2,1.5,2.5,4.0,0.11,-1.6,-0.7,-2.3,-0.1
