Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Michael Jordan,23,CHI,SG,82,82,3281,29.8,0.562,0.029,0.427,5.6,9.3,7.4,22.2,3.6,2.3,9.1,38.3,11.9,5.0,16.9,0.247,8.4,2.4,10.8,10.6
Rodney McCray,25,HOU,SF,81,81,3136,15.7,0.612,0.011,0.502,6.7,13.4,10.1,18.7,1.3,1.0,17.9,15.2,5.6,3.8,9.4,0.144,1.6,1.0,2.6,3.7
Clyde Drexler,24,POR,SG,82,82,3114,20.2,0.552,0.033,0.334,8.3,10.2,9.3,26.2,3.0,1.3,13.5,23.6,6.6,3.7,10.3,0.158,3.5,1.4,4.9,5.4
Alex English,33,DEN,SF,82,82,3085,20.5,0.549,0.008,0.254,4.7,7.2,5.8,21.6,1.1,0.4,9.1,29.2,7.0,1.1,8.1,0.126,4.0,-2.0,1.9,3.1
Dale Ellis,26,SEA,SG,82,76,3073,19.0,0.588,0.158,0.322,6.6,9.3,7.9,11.9,1.6,0.6,12.1,25.3,7.6,1.7,9.3,0.145,3.5,-1.1,2.4,3.4
Sleepy Floyd,26,GSW,PG,82,82,3064,20.2,0.608,0.184,0.521,2.0,7.7,4.8,38.0,2.2,0.3,18.1,20.3,8.3,1.7,10.0,0.157,4.4,-0.1,4.3,4.9
Ron Harper,23,CLE,SG,82,82,3064,17.2,0.503,0.058,0.349,6.0,7.8,6.9,21.1,3.2,1.5,15.6,28.9,-0.1,4.4,4.2,0.066,0.8,1.1,1.8,3.0
Kevin McHale,29,BOS,PF,77,77,3060,24.0,0.655,0.003,0.392,9.9,17.5,14.0,9.8,0.6,3.1,11.4,24.1,10.8,4.0,14.8,0.232,4.7,0.4,5.1,5.5
Fat Lever,26,DEN,PG,82,82,3054,20.8,0.515,0.067,0.228,7.0,18.8,12.5,29.1,3.0,0.6,10.0,21.1,6.0,3.8,9.7,0.153,3.5,1.4,5.0,5.4
Xavier McDaniel,23,SEA,SF,82,82,3031,18.7,0.538,0.009,0.25,12.1,13.2,12.7,10.7,1.8,1.0,11.8,25.8,5.0,2.4,7.4,0.117,2.1,-1.3,0.8,2.1
Kiki Vandeweghe,28,POR,SF,79,79,3029,19.2,0.597,0.052,0.341,3.3,6.0,4.6,11.1,0.8,0.3,7.3,24.8,9.6,1.3,10.8,0.171,3.4,-1.9,1.5,2.7
James Donaldson,29,DAL,C,82,82,3028,15.3,0.658,0.0,0.62,10.7,23.8,17.4,2.6,0.8,2.5,13.3,10.5,6.5,3.9,10.4,0.166,1.4,0.3,1.7,2.8
Tom Chambers,27,SEA,PF,82,82,3018,17.0,0.554,0.1,0.436,5.9,13.8,9.8,11.8,1.3,0.9,13.5,26.0,5.3,2.1,7.4,0.118,1.4,-1.2,0.1,1.6
Isiah Thomas,25,DET,PG,81,81,3013,18.8,0.528,0.072,0.385,3.0,8.2,5.7,39.3,2.4,0.4,17.8,25.9,3.8,3.8,7.6,0.121,2.9,0.4,3.3,4.0
Larry Bird,30,BOS,SF,74,73,3005,26.4,0.612,0.15,0.304,5.1,19.2,12.8,28.6,2.2,1.3,12.4,27.5,10.4,4.8,15.2,0.243,7.3,2.0,9.4,8.6
Robert Parish,33,BOS,C,80,80,2995,17.7,0.588,0.001,0.292,10.4,20.7,16.0,8.0,1.0,2.7,13.8,19.7,4.6,4.5,9.2,0.147,0.9,0.3,1.2,2.4
Charles Oakley,23,CHI,PF,82,81,2980,14.2,0.493,0.029,0.339,11.2,30.1,20.4,14.3,1.4,0.7,19.8,21.3,-1.1,4.6,3.5,0.056,-1.7,-0.3,-2.0,0.0
Buck Williams,26,NJN,PF,82,82,2976,17.6,0.616,0.001,0.628,12.2,26.4,19.3,6.4,1.2,1.8,19.0,20.0,4.3,3.6,7.9,0.127,0.9,-0.5,0.5,1.9
Dominique Wilkins,27,ATL,SF,79,79,2969,23.5,0.543,0.059,0.415,7.7,10.3,9.0,14.9,1.9,1.0,9.2,32.3,8.4,3.7,12.2,0.197,5.5,0.0,5.5,5.6
Chuck Person,22,IND,SF,82,78,2956,15.6,0.518,0.102,0.219,6.1,19.2,12.5,15.3,1.5,0.3,12.4,24.0,1.5,3.9,5.4,0.088,0.4,-0.1,0.3,1.7
Otis Thorpe,24,SAC,PF,82,82,2956,18.0,0.6,0.003,0.517,9.5,20.8,15.1,9.7,0.7,1.1,12.8,20.0,6.8,2.1,9.0,0.146,1.8,-0.6,1.2,2.4
Dennis Johnson,32,BOS,PG,79,78,2933,13.2,0.499,0.065,0.263,1.9,7.6,5.0,26.1,1.4,0.7,14.3,18.0,2.5,2.6,5.2,0.085,-0.2,-0.1,-0.4,1.2
Michael Cage,25,LAC,PF,80,76,2922,17.1,0.579,0.003,0.532,12.4,23.1,17.3,6.6,1.6,1.3,13.6,17.1,4.8,2.4,7.2,0.119,0.8,-1.1,-0.2,1.3
Magic Johnson,27,LAL,PG,80,80,2904,27.0,0.602,0.03,0.482,5.0,13.7,9.7,47.2,2.2,0.7,15.9,26.3,12.1,3.8,15.9,0.263,7.5,1.3,8.8,8.0
Reggie Theus,29,SAC,PG,79,76,2872,17.9,0.555,0.064,0.405,3.3,6.9,5.1,35.0,1.3,0.3,16.7,24.1,5.4,0.8,6.2,0.104,2.8,-1.9,0.9,2.1
Karl Malone,23,UTA,PF,82,82,2857,18.0,0.536,0.005,0.38,10.0,21.2,15.6,8.8,1.7,1.2,12.5,26.3,1.8,5.1,6.9,0.116,0.3,0.0,0.3,1.7
Bill Laimbeer,29,DET,C,82,82,2854,17.4,0.559,0.021,0.271,9.4,26.1,18.0,7.4,1.2,1.4,9.6,17.7,5.6,4.9,10.5,0.176,1.4,0.8,2.3,3.0
James Worthy,25,LAL,SF,82,82,2819,18.4,0.578,0.011,0.322,6.7,11.4,9.2,11.2,1.8,1.6,10.9,22.3,5.9,3.4,9.3,0.158,2.3,0.3,2.6,3.3
