Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Glen Rice,29,CHH,SF,79,78,3362,19.7,0.605,0.291,0.354,2.5,8.8,5.7,8.8,1.2,0.6,9.2,26.9,9.6,1.2,10.8,0.154,3.9,-2.1,1.8,3.2
Latrell Sprewell,26,GSW,SG,80,79,3353,19.7,0.57,0.287,0.405,2.1,10.9,6.5,27.0,2.1,1.0,15.9,26.9,7.0,1.1,8.1,0.115,3.8,-1.1,2.7,4.0
Juwan Howard,23,WSB,SF,82,82,3324,16.1,0.529,0.002,0.296,7.2,15.6,11.5,15.2,1.5,0.5,14.2,23.4,3.3,3.7,7.0,0.101,0.1,-0.5,-0.3,1.4
Damon Stoudamire,23,TOR,PG,81,81,3311,18.1,0.516,0.353,0.285,3.0,8.9,5.8,38.2,2.0,0.3,15.4,25.3,5.8,1.8,7.6,0.11,3.4,-1.6,1.8,3.1
Gary Payton,28,SEA,PG,82,82,3213,21.8,0.545,0.256,0.24,4.0,10.2,7.1,33.8,3.3,0.3,11.6,26.4,8.2,4.7,12.9,0.193,4.4,1.1,5.5,6.1
Kendall Gill,28,NJN,SF,82,81,3199,19.6,0.53,0.151,0.369,5.8,11.4,8.4,18.3,2.5,1.1,11.4,25.4,6.6,2.2,8.8,0.132,2.8,0.1,2.9,4.0
Chris Mills,27,CLE,SF,80,79,3167,14.1,0.544,0.246,0.234,4.8,15.8,10.2,11.3,1.6,1.2,10.9,17.5,4.1,4.7,8.9,0.134,0.3,0.8,1.1,2.5
Jerry Stackhouse,22,PHI,SG,81,81,3166,14.1,0.524,0.261,0.51,5.2,6.4,5.8,13.5,1.5,1.4,16.5,25.6,1.9,0.2,2.1,0.032,-0.1,-2.2,-2.2,-0.2
Vin Baker,25,MIL,PF,78,78,3159,20.1,0.553,0.043,0.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,4.9,3.4,8.3,0.127,2.1,-0.1,2.0,3.2
Grant Hill,24,DET,SF,80,80,3147,25.5,0.556,0.026,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,8.7,5.9,14.6,0.223,5.4,2.7,8.2,8.0
Anthony Mason,30,CHH,PF,73,73,3143,18.9,0.585,0.004,0.519,7.4,24.0,16.0,21.4,1.3,0.8,14.0,17.6,8.0,3.3,11.4,0.173,2.6,0.8,3.5,4.3
