,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
133,Amar'e Stoudemire,29,NYK,PF,47,47,1543,17.7,.541,.032,.372,7.9,19.8,13.7,6.3,1.3,2.3,12.8,25.4,1.8,2.3,4.1,.128,0.1,-0.4,-0.3,0.7
134,Vince Carter,35,DAL,SG,61,40,1542,13.6,.519,.378,.212,2.3,12.5,7.5,15.0,1.9,1.3,12.4,20.4,1.0,1.8,2.9,.090,-0.7,0.8,0.1,0.8
135,Carlos Delfino,29,MIL,SF,54,53,1537,11.7,.515,.528,.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,0.8,1.6,2.4,.075,-1.1,1.1,-0.1,0.8
136,JaVale McGee,24,2TM,C,61,45,1535,19.9,.552,.000,.303,12.1,23.3,17.7,3.5,1.2,6.6,12.2,20.7,1.9,2.2,4.1,.127,0.1,0.0,0.2,0.8
137,JaVale McGee,24,WAS,C,41,40,1124,19.6,.539,.000,.290,12.6,23.8,18.2,3.9,1.2,6.9,13.1,20.7,1.2,1.6,2.8,.120,0.0,0.1,0.1,0.6
138,JaVale McGee,24,DEN,C,20,5,411,20.5,.588,.000,.336,10.5,21.8,16.3,2.5,1.2,5.9,9.8,21.0,0.7,0.6,1.3,.148,0.5,-0.1,0.4,0.2
139,Ed Davis,22,TOR,PF,66,9,1534,14.2,.544,.003,.316,10.4,23.0,16.7,6.5,1.4,3.4,14.9,13.8,1.6,2.3,3.9,.121,-1.2,0.8,-0.3,0.7
140,Kawhi Leonard,20,SAS,SF,64,39,1534,16.6,.573,.270,.218,7.9,16.4,12.2,6.6,2.9,1.1,9.0,14.5,3.1,2.4,5.5,.171,1.6,1.8,3.4,2.1
141,Jarrett Jack,28,NOH,PG,45,39,1530,17.9,.540,.192,.254,1.8,11.7,6.8,34.0,1.1,0.5,14.1,23.3,2.9,0.9,3.8,.119,2.5,-0.9,1.6,1.4
142,Tony Allen,30,MEM,SG,58,57,1525,15.7,.541,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,1.7,2.5,4.2,.131,-0.6,2.3,1.7,1.4
143,Danny Green,24,SAS,SG,66,38,1522,15.5,.579,.491,.210,4.2,12.9,8.6,8.3,2.0,2.2,11.4,17.6,2.5,2.0,4.5,.142,1.8,1.2,3.0,1.9
144,Kyle Lowry,25,HOU,PG,47,38,1510,18.8,.558,.411,.386,2.8,13.7,8.2,32.3,2.5,0.7,17.8,22.0,3.3,1.6,4.9,.156,2.8,1.2,4.1,2.3
145,Derek Fisher,37,2TM,PG,63,43,1508,8.0,.464,.313,.193,0.9,7.7,4.5,16.7,1.8,0.2,16.2,13.6,0.1,1.1,1.2,.038,-3.7,0.4,-3.3,-0.5
146,Derek Fisher,37,LAL,PG,43,43,1101,8.8,.479,.308,.221,1.1,8.0,4.7,19.2,1.9,0.2,18.1,13.4,0.2,0.9,1.1,.048,-3.4,0.8,-2.6,-0.2
147,Derek Fisher,37,OKC,PG,20,0,407,5.9,.429,.324,.130,0.6,7.1,4.1,10.1,1.4,0.2,11.6,14.3,-0.2,0.2,0.1,.011,-4.3,-0.6,-4.9,-0.3
148,Marvin Williams,25,ATL,SF,57,37,1500,15.8,.542,.317,.311,6.0,16.9,11.5,7.7,1.7,0.9,6.8,18.0,2.7,2.1,4.9,.156,1.1,0.2,1.3,1.2
149,Shane Battier,33,MIA,SF,65,10,1499,9.7,.504,.627,.127,4.6,7.7,6.2,8.0,2.2,1.8,10.7,10.7,1.2,2.1,3.3,.104,-0.7,1.6,0.9,1.1
150,Patrick Patterson,22,HOU,PF,64,1,1483,11.5,.457,.006,.112,8.7,13.7,11.2,5.7,1.0,1.8,8.4,17.9,0.5,1.1,1.6,.052,-2.0,-0.9,-2.9,-0.3
151,Al-Farouq Aminu,21,NOH,SF,66,21,1477,10.6,.481,.129,.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,-0.4,1.8,1.4,.044,-2.9,0.7,-2.2,-0.1
152,Mo Williams,29,LAC,SG,52,1,1472,15.0,.530,.391,.131,1.8,6.2,4.0,18.5,1.9,0.4,11.7,22.9,2.2,0.7,2.8,.093,1.4,-1.2,0.2,0.8
153,Wesley Johnson,24,MIN,SF,65,64,1469,8.0,.477,.426,.086,1.8,11.6,6.7,6.4,1.2,2.3,12.7,14.3,-0.4,1.0,0.6,.021,-2.7,0.6,-2.1,0.0
154,Kyle Korver,30,CHI,SG,65,7,1469,13.6,.600,.658,.160,2.0,9.9,6.0,11.7,1.3,0.7,10.7,15.3,3.1,2.1,5.3,.172,1.1,1.2,2.2,1.6
155,Drew Gooden,30,MIL,C,56,46,1469,18.8,.512,.084,.317,9.5,18.0,13.6,16.5,1.6,1.7,12.7,25.7,2.0,1.5,3.6,.116,1.5,-0.6,1.0,1.1
156,Jonas Jerebko,24,DET,PF,64,13,1468,14.2,.548,.234,.274,7.6,17.8,12.5,5.1,1.5,1.1,11.5,18.1,2.0,1.3,3.3,.108,-0.8,-0.7,-1.5,0.2
157,Jason Maxiell,28,DET,PF,65,42,1466,11.7,.493,.005,.277,9.9,17.4,13.6,4.7,1.2,2.7,14.2,15.8,0.4,1.3,1.7,.057,-2.6,-0.6,-3.2,-0.5
158,Byron Mullens,22,CHA,C,65,25,1465,13.0,.473,.086,.190,7.3,18.8,12.8,7.5,0.8,2.6,10.4,22.5,-0.4,0.6,0.2,.007,-2.5,-2.1,-4.6,-1.0
159,Bismack Biyombo,19,CHA,C,63,41,1455,10.6,.480,.000,.514,8.6,20.8,14.5,3.1,0.7,5.9,17.2,13.1,-0.5,1.1,0.6,.019,-4.5,-0.2,-4.6,-1.0
160,Samuel Dalembert,30,HOU,C,65,45,1446,16.9,.551,.003,.286,12.6,24.1,18.3,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,.137,-1.1,1.1,0.1,0.7
161,Mike Dunleavy,31,MIL,SF,55,3,1445,16.6,.597,.413,.284,2.2,13.7,7.8,13.0,1.0,0.4,9.3,19.0,3.5,0.9,4.4,.146,2.3,-0.9,1.4,1.3
162,Derrick Brown,24,CHA,SF,65,17,1443,14.7,.556,.059,.345,7.3,11.6,9.4,8.5,1.8,0.6,10.5,16.8,2.0,0.3,2.3,.076,-0.3,-1.2,-1.5,0.2
163,Tyler Hansbrough,26,IND,PF,66,0,1442,14.7,.511,.002,.580,8.9,13.7,11.3,3.5,2.0,0.5,9.8,20.9,2.2,1.7,3.9,.129,-1.1,-0.7,-1.8,0.1
164,Matt Barnes,31,LAL,SF,63,16,1440,15.5,.554,.357,.331,7.9,18.3,13.3,13.8,1.3,2.4,14.1,16.4,2.4,1.8,4.3,.142,0.4,1.3,1.6,1.3
165,Chris Singleton,22,WAS,SF,66,51,1431,8.3,.462,.407,.141,3.4,15.1,9.2,5.0,2.5,1.6,10.3,11.5,0.1,1.5,1.5,.052,-3.5,1.2,-2.2,-0.1
166,Glen Davis,26,ORL,PF,61,13,1427,13.2,.466,.026,.313,8.5,18.4,13.4,5.9,1.6,1.0,11.0,22.4,0.0,1.7,1.7,.057,-2.4,-0.7,-3.2,-0.4
167,Tristan Thompson,20,CLE,PF,60,25,1424,13.3,.469,.005,.434,14.4,16.8,15.5,3.3,1.0,3.3,13.3,19.2,0.3,0.9,1.1,.038,-2.4,-2.3,-4.7,-1.0
168,Boris Diaw,29,2TM,PF,57,35,1424,11.2,.498,.282,.100,5.5,17.3,11.3,23.8,1.2,1.3,23.4,15.5,-0.3,0.8,0.6,.019,-1.6,-0.2,-1.8,0.1
169,Boris Diaw,29,CHA,PF,37,28,1018,10.8,.461,.304,.095,5.1,17.3,11.0,26.9,1.0,1.4,22.2,17.2,-0.8,0.3,-0.5,-0.023,-1.8,-0.9,-2.8,-0.2
170,Boris Diaw,29,SAS,PF,20,7,406,12.1,.650,.191,.118,6.6,17.2,12.0,16.1,1.8,1.1,28.1,11.2,0.5,0.5,1.1,.125,-1.2,1.7,0.5,0.3
171,Derrick Williams,20,MIN,PF,66,15,1418,12.9,.499,.277,.392,6.0,18.4,12.2,4.5,1.1,1.6,11.7,20.7,0.6,1.2,1.8,.059,-1.4,-0.7,-2.1,0.0
172,D.J. Augustin,24,CHA,PG,48,46,1408,14.1,.493,.368,.246,1.9,7.2,4.4,38.9,1.3,0.1,16.9,21.3,0.7,-0.2,0.5,.018,0.7,-3.2,-2.5,-0.2
173,Ricky Rubio,21,MIN,PG,41,31,1404,14.6,.476,.242,.404,1.6,11.9,6.7,37.4,3.3,0.4,22.2,18.7,0.5,1.5,2.0,.070,-0.4,1.4,1.0,1.1
174,Shannon Brown,26,PHO,SG,59,19,1400,13.6,.507,.314,.166,3.1,9.5,6.3,8.1,1.6,0.8,9.1,22.8,0.8,0.8,1.6,.054,-0.2,-0.9,-1.0,0.3
175,Ben Gordon,28,DET,SG,52,21,1398,13.5,.549,.277,.257,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,1.0,0.7,1.7,.058,-0.3,-1.4,-1.7,0.1
176,Leandro Barbosa,29,2TM,SG,64,0,1382,14.0,.512,.267,.195,2.8,7.9,5.3,13.3,2.2,0.4,12.0,26.5,0.5,1.2,1.7,.060,-0.6,-0.6,-1.2,0.3
177,Leandro Barbosa,29,TOR,SG,42,0,946,14.2,.518,.244,.200,2.6,7.1,4.9,13.3,2.0,0.6,12.1,28.0,0.2,0.8,1.0,.052,-0.5,-0.6,-1.1,0.2
178,Leandro Barbosa,29,IND,SG,22,0,436,13.4,.496,.322,.180,3.1,9.5,6.3,13.3,2.4,0.0,11.6,23.2,0.2,0.5,0.7,.076,-0.7,-0.7,-1.4,0.1
179,Jason Kidd,38,DAL,PG,48,48,1379,13.1,.524,.817,.103,1.2,14.8,8.1,28.4,3.1,0.6,24.2,12.7,0.9,2.1,3.0,.104,-0.8,2.4,1.6,1.2
180,Grant Hill,39,PHO,SF,49,46,1378,12.3,.500,.118,.242,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,0.6,0.9,1.6,.055,-1.4,0.5,-0.9,0.4
181,Derrick Favors,20,UTA,PF,65,9,1376,17.1,.537,.000,.436,13.0,22.5,17.7,5.0,1.4,3.8,16.3,20.7,1.4,1.6,3.0,.105,-0.6,-0.5,-1.1,0.3
182,Derrick Rose,23,CHI,PG,39,39,1375,23.0,.532,.249,.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,4.1,2.0,6.0,.211,6.1,0.3,6.4,2.9
183,Chris Kaman,29,NOH,C,47,33,1372,15.3,.478,.000,.179,7.9,23.5,15.8,14.0,1.0,4.7,16.7,26.6,-1.2,1.9,0.7,.024,-1.8,0.5,-1.3,0.2
184,Avery Bradley,21,BOS,PG,64,28,1368,11.3,.555,.134,.194,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,.085,-2.3,0.7,-1.7,0.1
185,DeJuan Blair,22,SAS,PF,64,62,1363,17.6,.549,.002,.236,13.2,16.3,14.8,9.2,2.2,0.6,14.2,21.7,2.2,1.8,4.0,.142,-0.4,0.0,-0.3,0.6
186,Marcus Camby,37,2TM,C,59,53,1352,16.2,.455,.017,.223,13.3,32.7,22.8,11.9,1.9,4.8,15.3,12.6,1.1,2.5,3.6,.127,-0.1,2.3,2.2,1.4
187,Marcus Camby,37,POR,C,40,40,894,14.5,.428,.000,.236,13.4,33.2,23.1,12.4,1.9,4.8,20.9,11.5,0.3,1.6,1.9,.100,-1.1,2.6,1.5,0.8
188,Marcus Camby,37,HOU,C,19,13,458,19.6,.491,.040,.206,13.0,31.7,22.3,10.9,1.9,4.7,6.8,14.6,0.8,0.9,1.7,.179,1.7,1.8,3.5,0.6
189,Danilo Gallinari,23,DEN,SF,43,40,1351,16.5,.563,.393,.448,2.5,14.6,8.7,13.0,1.6,1.3,10.9,20.7,2.9,1.0,3.9,.140,1.9,-0.1,1.8,1.3
190,Trevor Ariza,26,NOH,SF,41,41,1350,14.2,.496,.216,.253,3.7,15.1,9.5,16.8,2.8,1.5,14.5,18.4,0.5,1.7,2.2,.078,-0.4,1.7,1.3,1.1
191,Joel Anthony,29,MIA,C,64,51,1349,10.3,.598,.000,.467,9.2,12.8,11.1,1.0,1.4,5.1,19.7,7.8,1.2,2.2,3.4,.122,-2.0,1.6,-0.5,0.5
192,Marreese Speights,24,MEM,PF,60,54,1345,14.1,.491,.006,.223,11.3,21.4,16.2,6.0,0.8,1.8,12.1,20.5,0.9,1.7,2.7,.096,-1.8,-1.2,-3.0,-0.4
193,Omri Casspi,23,CLE,SF,65,35,1341,11.2,.499,.408,.262,5.1,14.5,9.7,8.4,1.5,1.2,12.2,17.6,0.6,0.6,1.2,.044,-1.3,-0.9,-2.2,-0.1
194,Matt Bonner,31,SAS,PF,65,2,1326,13.2,.597,.714,.060,2.6,15.7,9.3,6.5,0.6,1.1,3.8,12.8,2.7,1.2,4.0,.143,2.4,0.3,2.6,1.5
195,Nick Collison,31,OKC,PF,63,0,1307,12.1,.622,.005,.308,11.1,12.7,12.0,9.3,1.3,1.6,21.1,10.0,2.3,1.2,3.5,.130,-0.5,0.7,0.2,0.7
196,Chase Budinger,23,HOU,SF,58,9,1298,14.9,.556,.465,.149,3.4,16.2,9.7,9.3,1.2,0.4,9.9,19.5,2.0,1.0,3.0,.111,1.8,-0.6,1.2,1.0
197,Ekpe Udoh,24,2TM,C,61,11,1290,12.5,.493,.007,.386,8.6,13.5,11.0,6.4,1.6,6.0,13.3,14.0,0.9,1.2,2.1,.077,-2.9,1.3,-1.5,0.2
198,Ekpe Udoh,24,GSW,C,38,6,827,11.5,.493,.000,.346,8.0,12.2,10.1,5.5,1.6,6.0,14.1,13.8,0.3,0.6,0.9,.054,-3.3,1.3,-2.0,0.0
199,Ekpe Udoh,24,MIL,C,23,5,463,14.3,.492,.018,.455,9.7,15.9,12.7,8.1,1.7,6.0,12.0,14.3,0.5,0.6,1.1,.119,-2.1,1.4,-0.7,0.2
200,Corey Brewer,25,DEN,SF,59,17,1287,13.7,.505,.274,.281,4.0,9.4,6.8,10.6,2.9,1.0,9.7,20.0,1.1,1.1,2.3,.085,-0.8,0.7,-0.1,0.6
201,Taj Gibson,26,CHI,PF,63,0,1284,16.9,.522,.000,.334,12.0,16.8,14.4,5.9,1.1,4.5,11.5,18.6,1.8,2.6,4.5,.167,-0.7,1.5,0.8,0.9
202,Anthony Parker,36,CLE,SF,51,51,1280,10.9,.523,.423,.172,0.9,11.8,6.1,15.7,1.6,0.4,12.5,14.1,1.0,0.4,1.4,.052,-1.3,-0.3,-1.7,0.1
203,Shelden Williams,28,NJN,C,58,35,1276,11.9,.543,.000,.517,12.5,19.6,15.9,4.3,2.0,2.3,21.1,11.2,1.1,1.0,2.1,.078,-2.7,-0.6,-3.3,-0.4
204,George Hill,25,IND,PG,50,9,1274,15.7,.557,.387,.308,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,2.8,1.3,4.0,.152,1.8,0.5,2.3,1.4
205,Nikola PekoviÄ,26,MIN,C,47,35,1264,21.4,.607,.000,.412,15.8,14.6,15.2,4.6,1.2,1.8,14.0,21.9,3.6,0.9,4.5,.170,2.3,-1.3,1.0,1.0
206,Kevin Martin,28,HOU,SG,40,40,1264,16.5,.554,.419,.333,1.2,8.6,4.9,14.5,1.2,0.2,10.2,24.7,2.7,0.6,3.3,.125,2.3,-1.1,1.3,1.0
207,Trevor Booker,24,WAS,PF,50,32,1261,15.4,.549,.006,.273,10.6,18.6,14.5,5.1,2.0,2.6,13.2,15.6,1.6,1.4,3.0,.113,-0.8,0.0,-0.8,0.4
208,Norris Cole,23,MIA,PG,65,2,1260,7.9,.452,.169,.189,2.1,6.4,4.3,17.0,1.8,0.1,17.7,21.8,-1.4,1.4,0.0,.000,-4.9,-1.4,-6.3,-1.4
209,John Salmons,32,SAC,SF,46,32,1250,9.0,.471,.325,.130,1.7,10.5,5.9,11.1,1.5,0.4,11.0,14.2,0.3,0.1,0.4,.014,-2.7,-0.7,-3.4,-0.5
210,J.J. Hickson,23,2TM,PF,54,19,1244,14.9,.501,.005,.342,11.7,19.0,15.2,5.9,1.2,2.1,13.4,18.7,0.9,0.8,1.7,.066,-0.8,-1.5,-2.3,-0.1
211,J.J. Hickson,23,SAC,PF,35,9,644,9.9,.416,.006,.335,10.9,19.7,15.1,5.0,1.4,1.9,16.4,16.0,-0.5,0.3,-0.1,-0.009,-2.9,-1.2,-4.1,-0.3
212,J.J. Hickson,23,POR,PF,19,10,600,20.2,.568,.005,.347,12.6,18.3,15.4,6.9,1.1,2.3,10.9,21.6,1.4,0.5,1.8,.147,1.5,-1.8,-0.3,0.3
213,Steve Blake,31,LAL,PG,53,5,1237,8.5,.493,.590,.101,0.9,6.6,3.8,21.0,1.7,0.1,20.5,13.0,0.2,0.8,1.0,.040,-2.5,0.0,-2.5,-0.2
214,Kirk Hinrich,31,ATL,SG,48,31,1237,9.2,.511,.461,.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,.069,-2.6,0.5,-2.1,-0.1
215,Markieff Morris,22,PHO,PF,63,7,1227,12.1,.484,.284,.243,6.4,19.1,12.8,8.2,1.7,2.5,12.7,20.4,0.1,1.4,1.5,.059,-2.6,0.5,-2.1,0.0
216,Chris Duhon,29,ORL,PG,63,9,1226,8.4,.558,.586,.103,1.3,8.4,4.8,19.1,1.5,0.6,27.6,11.2,0.4,0.9,1.3,.051,-2.4,0.6,-1.8,0.1
217,Stephen Jackson,33,2TM,SF,47,14,1212,10.7,.485,.400,.268,2.0,13.1,7.6,14.6,2.3,0.8,17.8,21.3,-0.7,1.3,0.6,.025,-2.6,0.2,-2.3,-0.1
218,Stephen Jackson,33,MIL,SF,26,13,712,8.9,.459,.397,.221,2.4,10.5,6.4,16.6,1.9,0.6,18.1,22.5,-0.8,0.5,-0.3,-0.019,-3.1,-0.8,-3.9,-0.3
219,Stephen Jackson,33,SAS,SF,21,1,500,13.1,.529,.405,.353,1.4,16.9,9.3,11.8,2.9,1.0,17.3,19.5,0.1,0.8,0.9,.086,-1.8,1.7,-0.1,0.2
220,Gary Neal,27,SAS,SG,56,7,1206,14.2,.542,.407,.132,1.2,9.9,5.6,15.1,1.2,0.1,10.5,21.7,1.6,0.9,2.5,.101,0.7,-0.8,-0.1,0.6
221,Nate Robinson,27,GSW,PG,51,9,1192,18.0,.534,.374,.233,1.4,8.1,4.8,31.8,2.6,0.1,12.3,23.6,2.4,0.4,2.8,.111,1.5,-1.1,0.4,0.7
222,Kevin SÃ©raphin,22,WAS,C,57,21,1176,15.8,.549,.003,.183,9.8,17.1,13.4,4.8,0.8,5.0,13.8,18.2,1.2,1.1,2.3,.094,-1.4,-0.3,-1.7,0.1
223,C.J. Watson,27,CHI,PG,49,25,1159,13.3,.491,.396,.238,2.1,7.9,5.1,27.2,2.1,0.5,16.7,22.8,0.8,1.8,2.6,.109,-0.5,0.2,-0.3,0.5
224,Rodrigue Beaubois,23,DAL,PG,53,12,1151,15.3,.496,.297,.155,1.9,12.8,7.4,22.7,2.6,1.9,12.8,22.0,0.5,1.7,2.2,.092,-0.4,1.7,1.3,1.0
225,Brendan Haywood,32,DAL,C,54,54,1146,12.9,.520,.000,.421,13.7,18.0,15.9,2.6,1.1,3.8,14.5,12.8,1.1,1.6,2.7,.114,-2.1,0.2,-1.9,0.0
226,C.J. Miles,24,UTA,SG,56,14,1145,12.4,.484,.323,.292,2.7,9.0,5.8,9.6,2.1,1.3,9.2,22.7,0.7,0.8,1.5,.063,-1.4,-0.4,-1.8,0.0
227,Martell Webster,25,MIN,SF,47,26,1140,10.0,.533,.401,.265,4.1,12.3,8.2,5.5,1.4,1.1,13.2,13.6,0.8,0.7,1.5,.064,-1.9,0.2,-1.6,0.1
228,Ian Mahinmi,25,DAL,C,61,12,1139,13.5,.585,.004,.618,10.7,17.7,14.3,1.7,1.8,2.2,14.2,14.4,1.7,1.7,3.4,.144,-2.8,0.4,-2.3,-0.1
229,Jimmer Fredette,22,SAC,PG,61,7,1135,10.8,.495,.484,.108,1.6,5.7,3.5,15.1,1.3,0.2,12.5,20.4,0.5,-0.2,0.3,.012,-0.9,-2.5,-3.4,-0.4
230,Dominic McGuire,26,GSW,PF,64,6,1127,11.8,.486,.019,.252,7.4,17.4,12.4,14.0,2.0,2.5,19.4,11.8,0.6,0.9,1.5,.062,-1.8,1.0,-0.8,0.3
231,Dante Cunningham,24,MEM,PF,64,5,1124,14.9,.538,.007,.247,9.3,16.4,12.8,5.2,2.0,2.5,8.6,13.6,1.8,1.7,3.4,.147,-0.3,1.0,0.8,0.8
232,Tiago Splitter,27,SAS,C,59,2,1121,20.5,.649,.000,.528,9.7,21.4,15.7,9.2,1.0,3.0,17.1,20.7,3.0,1.6,4.6,.197,0.9,1.1,2.0,1.1
233,NenÃª,29,2TM,C,39,33,1110,18.6,.573,.010,.427,6.7,23.3,15.1,12.0,1.9,2.7,17.1,22.6,1.3,1.4,2.7,.117,0.4,1.0,1.4,0.9
234,NenÃª,29,DEN,C,28,27,826,16.7,.554,.007,.473,6.3,22.6,14.7,11.7,2.2,2.4,18.5,22.5,0.5,1.1,1.6,.092,-0.7,0.9,0.2,0.4
235,NenÃª,29,WAS,C,11,6,284,24.2,.624,.018,.313,7.9,25.3,16.5,12.8,1.1,3.5,13.0,23.1,0.8,0.3,1.1,.191,3.5,1.5,5.0,0.5
236,D.J. White,25,CHA,PF,58,11,1098,12.4,.516,.003,.173,5.0,17.2,10.9,8.1,0.8,1.6,10.2,17.8,0.5,0.3,0.8,.034,-2.3,-1.5,-3.8,-0.5
237,Shaun Livingston,26,MIL,SG,58,27,1092,11.0,.520,.011,.292,3.8,8.7,6.2,16.6,1.3,1.4,17.8,15.0,0.7,0.6,1.3,.055,-1.5,0.2,-1.3,0.2
238,Gustavo AyÃ³n,26,NOH,PF,54,24,1088,16.7,.552,.004,.241,9.6,19.3,14.5,11.5,2.6,3.5,13.7,14.5,1.5,1.7,3.2,.142,0.0,2.5,2.5,1.2
239,Michael Beasley,23,MIN,SF,47,7,1087,13.0,.502,.203,.191,4.0,17.2,10.6,7.7,0.9,1.2,12.9,25.3,-0.3,0.8,0.5,.022,-1.2,-0.9,-2.1,0.0
240,Beno Udrih,29,MIL,SG,59,0,1080,13.1,.488,.178,.166,2.6,8.0,5.2,32.2,1.8,0.1,17.8,17.7,0.8,0.6,1.4,.061,-0.9,-1.2,-2.1,0.0
241,Jan VeselÃ½,21,WAS,PF,57,20,1078,11.5,.544,.005,.284,10.5,15.6,13.0,6.7,1.9,2.3,19.7,12.7,0.7,1.0,1.7,.076,-3.0,0.4,-2.6,-0.2
242,Delonte West,28,DAL,PG,44,33,1060,15.3,.539,.211,.194,1.4,9.3,5.4,22.2,2.9,0.8,16.3,20.4,0.8,1.4,2.2,.098,-0.6,1.6,1.0,0.8
243,Linas Kleiza,27,TOR,SF,49,3,1057,12.4,.521,.437,.244,4.7,17.2,11.0,7.9,1.2,0.3,12.4,23.1,0.5,1.0,1.5,.066,-0.8,-1.2,-2.0,0.0
244,Dahntay Jones,31,IND,SF,65,3,1052,10.3,.533,.274,.352,2.5,10.0,6.3,9.6,1.2,0.8,12.4,16.0,1.1,0.8,2.0,.090,-1.7,-0.1,-1.9,0.0
245,Chuck Hayes,28,SAC,C,54,9,1039,8.9,.459,.012,.229,7.3,18.0,12.4,10.4,1.8,1.2,21.1,9.9,0.1,0.5,0.6,.028,-3.2,0.2,-3.0,-0.3
246,Kenneth Faried,22,DEN,PF,46,39,1037,21.9,.618,.000,.531,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,3.2,1.3,4.6,.212,2.4,-0.2,2.2,1.1
247,Earl Watson,32,UTA,PG,50,2,1033,9.5,.413,.325,.288,3.3,10.2,6.7,28.9,2.7,1.7,32.0,11.5,-0.6,0.9,0.4,.018,-2.6,1.2,-1.4,0.2
248,J.J. Barea,27,MIN,PG,41,11,1032,14.9,.502,.342,.234,1.5,10.8,6.1,39.0,1.0,0.0,18.3,24.3,0.8,0.4,1.2,.056,1.1,-2.1,-1.0,0.3
249,Andrea Bargnani,26,TOR,C,31,31,1032,17.9,.538,.238,.357,2.8,16.6,9.8,11.6,0.9,1.2,11.0,28.7,1.3,0.9,2.2,.104,2.4,-1.3,1.1,0.8
250,Lamar Odom,32,DAL,SF,50,4,1027,9.2,.423,.318,.281,4.0,18.7,11.4,12.9,1.0,1.4,11.7,20.1,-0.9,1.2,0.3,.014,-3.2,0.1,-3.1,-0.3
251,Steve Novak,28,NYK,PF,54,0,1020,15.9,.684,.837,.077,1.0,10.9,5.9,2.0,0.8,0.7,5.7,16.2,2.9,0.9,3.9,.181,4.6,-0.5,4.1,1.6
252,Tyrus Thomas,25,CHA,PF,54,30,1013,9.0,.418,.009,.254,5.4,17.7,11.3,6.0,1.9,4.4,12.7,19.0,-1.5,0.8,-0.6,-0.029,-5.9,-0.1,-6.0,-1.0
253,Luc Mbah a Moute,25,MIL,PF,43,22,1009,13.9,.544,.015,.395,8.2,16.9,12.4,4.4,2.0,1.6,11.3,15.1,1.2,1.1,2.4,.112,-1.2,0.1,-1.1,0.2
254,Quincy Pondexter,23,MEM,SF,64,8,1002,9.4,.517,.305,.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,.082,-1.9,-0.1,-2.0,0.0
255,Carl Landry,28,NOH,PF,41,8,999,18.2,.577,.008,.508,9.4,15.9,12.8,7.1,0.7,1.0,12.6,24.0,2.2,0.7,2.9,.139,1.3,-1.5,-0.2,0.4
256,Josh Howard,31,UTA,SF,43,18,991,10.5,.461,.102,.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,.025,-2.8,-0.9,-3.7,-0.4
257,Daequan Cook,24,OKC,SG,57,22,989,9.2,.509,.770,.074,1.5,11.9,7.0,2.3,1.1,0.8,5.0,14.7,0.8,0.8,1.6,.078,-0.5,-0.7,-1.3,0.2
258,Ben Wallace,37,DET,C,62,11,980,10.7,.398,.047,.547,9.6,23.7,16.4,6.4,2.6,4.1,24.2,6.6,-0.1,1.6,1.4,.070,-1.8,2.4,0.6,0.7
259,Wayne Ellington,24,MIN,SG,51,4,973,9.4,.487,.358,.132,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,0.3,0.5,0.8,.041,-2.7,-0.2,-2.8,-0.2
260,Ãmer AÅÄ±k,25,CHI,C,66,2,971,13.4,.509,.000,.660,14.9,25.1,20.1,4.8,1.7,5.0,25.2,12.6,0.1,2.5,2.6,.129,-3.2,2.5,-0.7,0.3
261,J.R. Smith,26,NYK,SG,35,1,967,15.2,.508,.477,.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22.0,1.0,1.5,2.5,.122,0.8,1.3,2.1,1.0
262,DeShawn Stevenson,30,NJN,SF,51,30,960,4.3,.413,.843,.093,0.8,11.7,6.1,6.5,1.1,0.3,9.6,9.4,-0.3,0.1,-0.3,-0.014,-3.9,-0.6,-4.4,-0.6
263,Troy Murphy,31,LAL,PF,59,0,956,9.0,.537,.392,.053,4.9,16.9,11.2,7.9,0.8,1.2,12.9,9.6,0.8,0.9,1.7,.088,-2.0,0.9,-1.1,0.2
264,Jason Smith,25,NOH,PF,40,29,947,16.6,.537,.026,.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,1.2,1.0,2.2,.110,-0.2,-0.2,-0.4,0.4
