Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
T.R. Dunn,28,DEN,SG,80,74,2705,10.2,0.523,0.003,0.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,2.0,2.1,4.1,0.073,-0.8,1.2,0.4,1.6
Greg Ballard,29,WSB,SF,82,82,2701,15.3,0.515,0.014,0.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,2.4,3.2,5.6,0.099,0.6,0.5,1.1,2.1
Rick Mahorn,25,WSB,PF,82,82,2701,11.3,0.536,0.0,0.317,7.3,24.5,15.9,6.7,1.1,2.6,17.1,13.1,0.7,4.1,4.8,0.085,-2.5,1.4,-1.1,0.6
Ralph Sampson,23,HOU,C,82,82,2693,20.1,0.551,0.003,0.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,0.108,0.5,0.4,0.9,2.0
Frank Johnson,25,WSB,PG,82,81,2686,13.6,0.516,0.051,0.3,2.5,5.5,4.0,30.4,1.8,0.1,16.7,18.2,2.1,2.2,4.3,0.076,0.0,-0.6,-0.6,1.0
Jim Paxson,26,POR,SG,81,81,2686,19.5,0.573,0.045,0.31,2.9,4.8,3.8,14.1,2.2,0.2,8.6,24.7,7.5,1.9,9.5,0.17,2.8,-0.5,2.2,2.9
Julius Erving,33,PHI,SF,77,77,2683,22.9,0.562,0.016,0.365,8.3,14.1,11.2,19.3,2.5,3.0,13.0,27.2,5.6,4.5,10.1,0.18,4.3,1.6,5.9,5.3
Clark Kellogg,22,IND,PF,79,79,2676,19.1,0.561,0.018,0.285,9.5,20.1,14.8,13.7,2.1,0.6,14.0,24.1,3.2,3.8,7.0,0.125,1.7,-0.1,1.6,2.5
Dave Corzine,27,CHI,C,82,82,2674,13.5,0.531,0.011,0.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,1.6,3.1,4.7,0.084,-0.6,0.7,0.1,1.4
Bernard King,27,NYK,SF,77,76,2667,22.7,0.619,0.003,0.403,5.6,12.3,9.0,11.1,1.4,0.4,10.7,28.7,8.6,3.5,12.1,0.218,4.6,-0.2,4.5,4.3
Brad Davis,28,DAL,PG,81,81,2665,14.4,0.593,0.058,0.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,0.112,0.3,-0.5,-0.2,1.2
Dennis Johnson,29,BOS,SG,80,78,2665,12.8,0.515,0.036,0.376,3.8,7.9,6.0,16.6,1.7,1.2,14.4,18.4,2.5,3.2,5.7,0.102,-0.5,0.6,0.1,1.4
Darrell Griffith,25,UTA,SG,82,82,2650,16.1,0.539,0.177,0.152,4.0,9.1,6.7,16.5,2.0,0.4,13.8,26.4,1.3,2.2,3.5,0.063,0.4,-1.2,-0.7,0.9
Mychal Thompson,29,POR,C,79,74,2648,17.9,0.561,0.002,0.429,10.2,20.8,15.4,15.9,1.5,2.4,17.5,20.4,3.6,3.3,6.9,0.125,1.9,0.8,2.7,3.1
Calvin Natt,27,POR,SF,79,74,2638,16.9,0.633,0.02,0.403,7.3,14.3,10.7,9.3,1.2,0.5,14.1,17.9,6.3,2.1,8.4,0.154,2.2,-0.7,1.5,2.3
Ricky Sobers,31,WSB,SG,81,81,2624,13.2,0.514,0.1,0.237,2.3,5.7,4.0,22.2,2.2,0.4,15.3,23.6,0.4,2.5,2.9,0.053,-1.3,-0.2,-1.6,0.3
Kareem Abdul-Jabbar,36,LAL,C,80,80,2622,21.3,0.608,0.001,0.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,5.9,3.1,8.9,0.163,2.8,0.2,3.0,3.3
Moses Malone,28,PHI,C,71,71,2613,21.8,0.566,0.004,0.66,15.7,25.3,20.6,5.7,1.3,2.4,15.0,26.4,5.0,4.6,9.5,0.175,2.0,-1.2,0.8,1.8
Dan Roundfield,30,ATL,PF,73,72,2610,18.9,0.551,0.011,0.468,8.9,22.9,15.8,11.4,1.2,1.7,14.1,24.1,3.5,3.6,7.1,0.131,1.8,-0.1,1.7,2.4
Gene Banks,24,SAS,PF,80,66,2600,15.4,0.606,0.008,0.361,8.5,15.2,11.9,12.0,1.8,0.5,16.1,15.4,4.5,1.7,6.2,0.115,1.1,0.0,1.2,2.1
George Gervin,31,SAS,SG,76,76,2584,19.3,0.551,0.015,0.325,4.4,8.4,6.4,12.5,1.4,0.9,11.2,30.1,4.6,0.9,5.5,0.102,1.9,-1.8,0.1,1.3
Lewis Lloyd,24,HOU,SG,82,82,2578,16.3,0.555,0.011,0.252,5.4,7.0,6.2,17.6,1.8,0.9,15.7,23.8,2.6,2.0,4.6,0.085,1.1,-0.4,0.7,1.8
Kevin McHale,26,BOS,PF,82,10,2577,20.0,0.605,0.003,0.416,9.5,17.1,13.4,6.0,0.4,2.7,10.7,22.3,7.0,3.5,10.5,0.196,2.5,-0.2,2.3,2.8
Lester Conner,24,GSW,SG,82,82,2573,15.1,0.537,0.008,0.355,5.2,7.9,6.5,20.9,2.9,0.3,14.5,14.9,3.6,2.3,5.9,0.11,0.4,1.2,1.6,2.3
Tom Chambers,24,SEA,PF,82,44,2570,16.6,0.563,0.011,0.423,9.7,13.8,11.8,7.9,0.9,1.1,12.7,24.4,4.0,2.1,6.1,0.115,0.0,-1.4,-1.3,0.4
Magic Johnson,24,LAL,PG,67,66,2567,22.6,0.628,0.037,0.459,4.7,16.1,10.8,42.5,2.7,1.0,24.6,19.5,6.7,3.6,10.2,0.191,4.8,1.8,6.6,5.6
Andrew Toney,26,PHI,SG,78,72,2556,17.3,0.597,0.034,0.413,2.6,5.9,4.3,23.7,1.3,0.5,18.3,26.3,4.2,2.2,6.4,0.12,1.5,-1.4,0.0,1.3
Sleepy Floyd,23,GSW,PG,77,73,2555,14.6,0.531,0.043,0.369,3.5,8.4,5.8,15.1,1.9,0.7,13.9,21.5,2.7,1.8,4.4,0.084,-0.1,-0.4,-0.5,1.0
Walter Davis,29,PHO,SG,78,70,2546,18.5,0.559,0.068,0.212,1.7,7.6,4.6,25.0,2.0,0.3,13.3,25.9,4.2,2.0,6.2,0.118,1.9,-0.8,1.0,1.9
Orlando Woolridge,24,CHI,SF,75,74,2544,15.9,0.567,0.002,0.39,5.8,11.0,8.3,8.9,1.3,1.4,12.9,23.8,3.0,2.3,5.3,0.1,0.7,-0.6,0.1,1.4
James Donaldson,26,SDC,C,82,67,2525,15.3,0.648,0.0,0.541,7.4,21.6,14.6,4.6,0.8,3.0,18.6,14.5,3.9,1.9,5.8,0.11,0.5,0.3,0.8,1.8
John Long,27,DET,SG,82,82,2514,14.9,0.523,0.004,0.238,5.7,6.6,6.1,11.1,1.7,0.4,10.1,21.7,3.6,1.7,5.3,0.102,0.4,-0.8,-0.4,1.0
Jamaal Wilkes,30,LAL,SF,75,74,2507,15.4,0.549,0.008,0.265,6.3,8.8,7.7,11.3,1.3,0.9,10.4,21.1,4.0,2.0,6.0,0.115,0.6,-0.9,-0.3,1.1
Caldwell Jones,33,HOU,C,81,73,2506,10.9,0.557,0.005,0.31,7.2,17.7,12.5,7.6,0.8,1.7,18.0,13.8,1.6,2.5,4.1,0.078,-2.0,0.4,-1.7,0.2
Cedric Maxwell,28,BOS,SF,80,78,2502,13.5,0.61,0.01,0.713,9.5,11.4,10.5,10.5,1.2,0.5,20.6,16.2,3.6,2.9,6.4,0.124,0.6,-0.2,0.4,1.5
Jerry Sichting,27,IND,PG,80,80,2497,13.9,0.569,0.027,0.181,2.0,5.6,3.8,25.7,1.7,0.2,15.2,15.7,3.2,1.9,5.2,0.099,-0.1,-0.5,-0.6,0.9
Maurice Cheeks,27,PHI,PG,75,75,2494,16.4,0.591,0.028,0.33,2.1,7.1,4.7,27.7,3.3,0.5,18.5,16.3,3.9,3.4,7.3,0.141,0.7,1.6,2.3,2.7
Kelly Tripucka,24,DET,SF,76,75,2493,16.8,0.53,0.013,0.404,4.9,8.3,6.5,12.8,1.2,0.4,11.1,26.5,4.1,1.5,5.7,0.109,1.3,-1.6,-0.3,1.1
Pat Cummings,27,DAL,PF,80,80,2492,13.8,0.523,0.002,0.208,7.0,23.6,15.3,8.7,1.2,0.5,12.8,19.2,1.6,2.7,4.2,0.081,-1.4,-0.6,-2.0,0.0
Bill Cartwright,26,NYK,C,77,77,2487,18.5,0.637,0.001,0.621,9.6,22.1,15.9,6.4,0.9,2.4,16.3,20.6,5.6,4.2,9.8,0.189,1.5,0.5,2.0,2.5
Kenny Carr,28,POR,PF,82,57,2455,17.3,0.592,0.005,0.398,9.8,21.5,15.5,9.1,1.3,0.8,15.7,21.1,4.1,2.6,6.7,0.131,1.1,-0.7,0.3,1.5
Quintin Dailey,23,CHI,SG,82,42,2449,15.8,0.531,0.026,0.322,2.8,8.3,5.5,17.6,2.1,0.3,13.6,27.4,1.5,2.2,3.7,0.072,-0.2,-0.5,-0.6,0.8
Rory Sparrow,25,NYK,PG,79,74,2436,12.4,0.514,0.053,0.178,2.4,7.0,4.7,31.2,2.0,0.2,20.9,17.2,1.1,3.1,4.2,0.083,-0.5,0.0,-0.5,0.9
Junior Bridgeman,30,MIL,SF,81,10,2431,14.3,0.508,0.028,0.222,3.9,11.3,7.8,16.7,1.1,0.3,11.0,23.4,2.1,3.0,5.1,0.1,-0.2,-0.6,-0.8,0.7
Steve Stipanovich,23,IND,C,81,73,2426,12.6,0.526,0.02,0.298,5.3,20.2,12.8,9.9,1.4,1.6,14.9,18.4,0.4,3.3,3.6,0.072,-2.1,0.3,-1.8,0.1
Darryl Dawkins,27,NJN,C,81,80,2417,17.6,0.641,0.006,0.543,7.4,18.4,12.8,7.2,1.2,3.3,17.9,21.2,4.3,3.6,7.9,0.156,0.2,1.0,1.3,2.0
James Worthy,22,LAL,PF,82,53,2415,16.5,0.591,0.007,0.289,7.9,15.6,12.0,11.1,1.5,1.6,15.3,19.7,3.8,2.7,6.5,0.129,0.7,0.2,0.9,1.8
Kyle Macy,26,PHO,PG,82,45,2402,13.2,0.545,0.098,0.16,2.4,6.7,4.5,18.8,2.4,0.1,13.2,15.0,2.9,2.0,5.0,0.099,-0.5,0.6,0.1,1.3
Cliff Robinson,23,CLE,C,73,70,2402,16.6,0.488,0.002,0.282,7.1,29.3,17.8,12.3,1.0,0.8,12.3,26.4,0.2,2.9,3.1,0.062,0.2,-0.8,-0.6,0.9
Michael Cooper,27,LAL,SG,82,9,2387,14.1,0.586,0.22,0.337,2.7,9.2,6.2,23.5,2.2,1.5,19.0,13.1,3.9,2.6,6.5,0.13,0.8,1.7,2.5,2.7
World B. Free,30,CLE,SG,75,71,2375,18.8,0.512,0.049,0.358,4.1,6.3,5.2,16.3,2.0,0.2,8.6,31.3,3.7,1.6,5.3,0.107,2.3,-0.9,1.4,2.0
Larry Drew,25,KCK,PG,73,73,2363,16.5,0.513,0.01,0.305,1.6,5.6,3.5,34.3,2.4,0.2,14.3,23.1,2.6,2.0,4.6,0.093,1.3,-0.5,0.8,1.7
Tree Rollins,28,ATL,C,77,76,2351,14.2,0.544,0.0,0.359,9.6,19.4,14.4,3.8,0.7,7.0,14.2,13.1,1.8,3.8,5.5,0.113,-1.3,2.3,1.0,1.8
Maurice Lucas,31,PHO,PF,75,69,2309,18.1,0.555,0.006,0.422,10.5,26.3,18.4,12.0,1.1,1.0,14.1,22.3,3.6,2.8,6.4,0.134,1.1,-0.5,0.6,1.5
Kurt Nimphius,25,DAL,C,82,46,2284,13.0,0.544,0.008,0.31,9.3,16.8,13.0,9.8,0.9,3.6,14.2,12.6,2.5,2.3,4.8,0.101,-0.9,1.2,0.3,1.3
Herb Williams,25,IND,C,69,53,2279,14.8,0.52,0.005,0.343,7.5,19.3,13.4,13.7,1.2,2.7,17.3,21.7,-0.3,3.1,2.8,0.059,-0.8,0.4,-0.4,0.9
Al Wood,25,SEA,SG,81,81,2236,14.9,0.545,0.022,0.287,4.8,9.2,7.0,11.2,1.4,0.8,10.6,22.1,2.7,1.7,4.4,0.094,-0.2,-0.7,-0.9,0.6
Ray Williams,29,NYK,SG,76,63,2230,17.4,0.521,0.086,0.339,3.7,10.9,7.3,30.3,3.5,0.7,16.9,24.3,2.1,4.1,6.2,0.132,1.0,2.1,3.1,2.9
Danny Vranes,25,SEA,SF,80,72,2174,10.7,0.559,0.002,0.477,7.9,12.7,10.3,8.0,1.1,1.4,16.8,13.8,1.5,1.9,3.4,0.076,-1.9,0.1,-1.8,0.1
Otis Birdsong,28,NJN,SG,69,57,2168,16.8,0.53,0.017,0.278,3.8,5.1,4.5,19.1,1.8,0.5,11.7,26.7,2.4,2.1,4.5,0.1,1.3,-0.7,0.6,1.4
Mark Olberding,27,KCK,PF,81,81,2160,11.5,0.589,0.002,0.631,6.2,17.5,11.7,11.5,1.1,0.7,20.5,15.1,2.0,2.1,4.1,0.091,-1.8,0.4,-1.4,0.3
Ennis Whatley,21,CHI,PG,80,73,2159,13.5,0.519,0.004,0.36,3.3,7.2,5.2,43.4,2.7,0.5,29.4,17.5,-0.3,2.2,1.9,0.043,-0.2,-0.4,-0.6,0.8
Mark Eaton,27,UTA,C,82,78,2139,12.3,0.49,0.002,0.296,7.7,20.8,14.6,6.4,0.5,8.5,17.2,10.6,0.2,3.5,3.7,0.084,-2.7,3.7,1.0,1.6
Truck Robinson,32,NYK,PF,65,63,2135,10.4,0.522,0.0,0.355,9.8,21.2,15.5,6.1,1.0,0.8,19.2,16.2,-0.1,3.3,3.2,0.071,-2.0,-0.2,-2.2,-0.1
Mitchell Wiggins,24,CHI,SG,82,40,2123,13.7,0.501,0.033,0.322,7.4,10.4,8.9,13.8,2.4,0.3,12.0,22.5,1.1,2.2,3.3,0.076,-1.3,0.2,-1.1,0.5
Mickey Johnson,31,GSW,PF,78,25,2122,15.3,0.51,0.034,0.507,9.5,17.7,13.3,14.4,2.2,0.8,17.2,23.1,1.1,2.4,3.5,0.079,-0.6,0.0,-0.6,0.7
Albert King,24,NJN,SF,79,53,2103,15.6,0.541,0.023,0.312,6.7,14.5,10.5,14.0,2.0,0.9,16.2,24.3,1.5,2.8,4.3,0.099,0.1,0.1,0.2,1.2
Lonnie Shelton,28,CLE,PF,79,78,2101,12.6,0.506,0.006,0.18,7.3,13.5,10.3,12.7,1.8,1.5,16.4,20.0,0.0,2.1,2.1,0.048,-1.5,0.3,-1.3,0.4
Larry Smith,26,GSW,PF,75,63,2091,12.1,0.571,0.0,0.385,13.7,21.9,17.5,4.5,1.4,0.6,19.6,11.8,1.8,2.1,4.0,0.091,-1.3,-0.9,-2.2,-0.1
Gerald Henderson,28,BOS,PG,78,78,2088,14.7,0.57,0.079,0.247,3.8,4.1,4.0,19.8,2.7,0.4,16.8,18.8,2.7,2.6,5.3,0.121,0.2,0.9,1.1,1.6
Reggie King,26,SEA,SF,77,42,2086,11.7,0.559,0.004,0.46,7.3,18.2,12.8,11.2,1.2,0.6,19.1,13.3,1.3,2.1,3.4,0.079,-1.0,0.3,-0.6,0.7
Rodney McCray,22,HOU,SF,79,36,2081,14.4,0.546,0.006,0.371,9.0,14.3,11.6,10.8,1.2,1.4,13.3,17.1,2.7,1.9,4.6,0.106,0.4,0.0,0.4,1.3
Johnny Davis,28,ATL,PG,75,72,2079,14.3,0.507,0.01,0.32,2.9,4.8,3.8,24.4,1.5,0.2,12.8,21.7,1.9,1.4,3.3,0.075,0.4,-1.3,-0.9,0.6
Dan Issel,35,DEN,C,76,66,2076,21.1,0.561,0.016,0.371,5.5,20.8,13.0,11.6,1.3,1.1,8.3,26.6,4.8,1.3,6.1,0.141,2.6,-1.4,1.2,1.7
George Johnson,27,IND,SF,81,20,2073,15.3,0.527,0.053,0.305,7.4,17.1,12.3,14.0,1.9,1.3,15.6,23.7,0.5,2.7,3.2,0.075,-0.7,0.0,-0.7,0.7
Butch Carter,25,IND,SG,73,54,2045,13.5,0.52,0.053,0.206,3.8,4.5,4.1,15.0,2.9,0.4,13.0,21.8,0.4,2.2,2.6,0.061,-1.5,0.3,-1.2,0.4
Geoff Huston,26,CLE,PG,77,56,2041,13.3,0.527,0.016,0.22,1.7,3.7,2.7,29.9,0.9,0.0,15.9,18.6,1.9,0.7,2.6,0.061,0.4,-2.2,-1.8,0.1
Artis Gilmore,34,SAS,C,64,59,2034,18.8,0.675,0.005,0.701,11.4,23.1,17.3,4.3,0.8,3.4,17.0,16.7,4.8,1.9,6.7,0.159,1.5,-0.1,1.4,1.7
Phil Ford,27,HOU,PG,81,55,2020,10.4,0.548,0.032,0.249,1.5,5.8,3.7,24.5,1.3,0.2,20.6,12.8,1.7,1.1,2.9,0.068,-2.1,-0.5,-2.6,-0.3
Fat Lever,23,POR,PG,81,22,2010,15.8,0.495,0.021,0.305,5.5,7.4,6.4,24.3,3.2,0.9,13.6,18.4,2.5,2.2,4.8,0.114,1.1,1.2,2.3,2.2
Allen Leavell,26,HOU,PG,82,27,2009,15.9,0.553,0.097,0.391,1.7,4.6,3.1,29.7,2.4,0.3,17.7,20.4,2.8,1.6,4.3,0.104,0.8,-0.2,0.6,1.3
Thurl Bailey,22,UTA,PF,81,54,2009,12.9,0.539,0.0,0.198,6.4,17.3,12.1,8.4,0.9,3.1,14.1,14.8,1.3,2.3,3.6,0.086,-1.2,0.7,-0.5,0.8
Bob Lanier,35,MIL,C,72,72,2007,17.7,0.607,0.004,0.4,8.3,17.1,12.9,13.9,1.4,1.5,16.8,20.4,3.4,3.3,6.7,0.16,1.6,1.1,2.6,2.3
Jeff Malone,22,WSB,SG,81,2,1976,11.3,0.494,0.081,0.187,3.4,5.8,4.6,12.1,0.6,0.4,10.0,23.8,0.2,1.1,1.3,0.032,-1.5,-2.0,-3.5,-0.8
Alton Lister,25,MIL,PF,82,72,1955,12.5,0.529,0.0,0.355,9.4,25.0,17.5,7.7,1.0,4.2,20.5,16.1,-0.1,4.1,4.0,0.098,-3.0,2.0,-0.9,0.5
Jeff Cook,27,CLE,C,81,21,1950,11.2,0.53,0.005,0.336,9.8,18.7,14.1,8.4,1.7,1.4,17.0,11.4,1.4,2.2,3.7,0.09,-1.9,1.0,-0.9,0.6
Doc Rivers,22,ATL,PG,81,47,1938,14.9,0.553,0.022,0.601,4.2,8.9,6.5,23.7,3.3,0.9,20.3,19.1,1.6,2.6,4.2,0.103,-0.8,1.8,1.1,1.5
Kelvin Ransey,25,NJN,PG,80,50,1937,14.0,0.487,0.046,0.261,1.6,5.9,3.7,33.0,2.2,0.2,15.3,18.9,1.8,2.0,3.8,0.095,0.2,-0.3,-0.1,0.9
Robert Reid,28,HOU,SF,64,28,1936,14.5,0.491,0.009,0.144,5.4,13.5,9.5,15.3,2.1,0.8,9.2,20.4,1.5,2.1,3.5,0.088,-0.7,0.7,0.0,1.0
Rob Williams,22,DEN,PG,79,66,1924,13.3,0.527,0.07,0.311,2.9,7.8,5.3,29.0,1.9,0.1,18.1,18.3,1.6,0.6,2.2,0.056,-1.0,-1.4,-2.4,-0.2
LaSalle Thompson,22,KCK,C,80,38,1915,16.9,0.562,0.0,0.35,15.2,27.3,21.1,6.3,1.7,4.3,18.6,19.0,1.5,3.3,4.9,0.122,-1.3,1.1,-0.1,0.9
Vinnie Johnson,27,DET,SG,82,0,1909,15.9,0.52,0.021,0.305,7.0,6.2,6.6,19.4,1.1,0.6,11.7,23.3,3.1,1.0,4.1,0.103,1.6,-1.4,0.3,1.1
James Edwards,28,PHO,C,72,67,1897,16.2,0.57,0.001,0.311,6.6,14.9,10.7,13.9,0.6,0.9,13.1,23.1,3.0,1.4,4.4,0.112,0.5,-1.1,-0.5,0.7
Darnell Valentine,24,POR,PG,68,60,1893,13.8,0.52,0.005,0.439,3.0,5.0,4.0,26.6,2.7,0.2,18.2,17.4,2.1,1.6,3.7,0.093,0.0,-0.1,-0.2,0.9
Eddie Johnson,28,ATL,SG,67,43,1893,14.2,0.497,0.054,0.267,1.8,7.0,4.4,31.5,1.5,0.2,16.2,24.3,0.3,1.4,1.7,0.044,0.3,-1.7,-1.4,0.3
Billy Knight,31,KCK,SF,75,39,1885,14.3,0.564,0.019,0.388,5.3,10.2,7.7,12.1,1.3,0.2,15.4,21.5,2.0,1.4,3.4,0.086,0.2,-1.0,-0.8,0.6
Darwin Cook,25,NJN,PG,82,31,1870,14.5,0.481,0.067,0.183,3.1,6.5,4.8,25.4,4.1,1.1,16.1,18.8,0.6,3.0,3.6,0.092,-0.4,2.5,2.1,1.9
Roy Hinson,22,CLE,SF,80,61,1858,10.4,0.517,0.0,0.315,10.3,20.5,15.3,5.0,0.8,4.6,20.5,11.9,0.1,2.4,2.5,0.064,-3.5,1.3,-2.2,-0.1
Mike Woodson,25,KCK,SG,71,12,1838,15.9,0.541,0.01,0.37,3.8,7.1,5.4,14.0,2.1,0.9,10.8,23.3,2.6,1.6,4.2,0.11,0.4,0.1,0.5,1.2
John Lucas,30,SAS,PG,63,39,1807,18.1,0.519,0.116,0.264,1.4,9.1,5.3,45.1,2.3,0.1,18.1,17.4,3.4,0.9,4.3,0.114,3.2,-0.7,2.5,2.0
Phil Hubbard,27,CLE,SF,80,6,1799,15.9,0.568,0.002,0.476,10.5,13.6,12.0,7.2,1.9,0.2,13.1,20.3,3.0,1.7,4.6,0.124,0.2,-0.5,-0.2,0.8
John Drew,29,UTA,SF,81,4,1797,20.5,0.552,0.021,0.485,9.0,10.6,9.9,12.0,2.2,0.1,12.9,32.9,2.8,1.7,4.5,0.121,1.3,-1.6,-0.3,0.8
Greg Kelser,26,SDC,SF,80,21,1783,14.6,0.578,0.01,0.59,12.0,12.9,12.4,6.8,1.8,1.0,20.4,21.3,1.6,1.0,2.5,0.068,-0.5,-1.0,-1.5,0.2
Edgar Jones,27,SAS,PF,81,33,1770,14.9,0.55,0.03,0.376,8.8,18.1,13.5,6.0,1.6,3.1,14.3,19.2,1.7,1.7,3.4,0.093,-1.4,0.4,-1.1,0.4
Bobby Jones,32,PHI,PF,75,0,1761,16.7,0.589,0.002,0.493,6.1,14.5,10.4,14.8,2.9,3.4,16.1,14.7,2.8,3.2,6.0,0.163,1.2,3.4,4.6,2.9
