,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
339,Tony Zeno,22,IND,SF,8,0,59,0.2,.320,.000,.095,5.1,19.9,12.3,2.1,3.1,2.8,29.1,20.3,-0.3,0.1,-0.2,-0.160,-6.4,-0.1,-6.5,-0.2
340,Rick Wilson,23,ATL,SG,5,,59,2.0,.240,.000,.429,3.6,1.8,2.7,23.6,3.3,1.0,32.5,17.1,-0.3,0.1,-0.2,-0.146,-4.1,0.0,-4.1,0.0
341,Butch Lee,23,2TM,PG,14,,55,5.3,.327,.000,.333,14.2,7.3,10.8,25.5,0.8,0.0,26.7,26.9,-0.2,0.0,-0.2,-0.165,-4.2,-0.8,-5.0,-0.1
342,Butch Lee,23,CLE,PG,3,,24,-4.0,.175,.000,.091,12.6,0.0,6.6,14.3,0.0,0.0,20.8,23.1,-0.2,0.0,-0.2,-0.314,-4.7,-1.0,-5.7,-0.1
343,Butch Lee,23,LAL,PG,11,,31,12.4,.435,.000,.538,15.4,12.9,14.1,34.1,1.5,0.0,30.3,29.8,-0.1,0.0,0.0,-0.051,-3.8,-0.6,-4.5,0.0
344,Cheese Johnson,22,GSW,SF,9,,53,9.4,.419,.000,.167,12.1,17.2,14.6,5.7,0.9,0.0,11.0,28.1,-0.1,0.0,0.0,-0.033,-4.5,-1.0,-5.5,-0.1
345,Jackie Robinson,24,DET,SF,7,,51,17.1,.618,.059,.647,6.1,4.2,5.1,0.0,2.6,3.1,8.4,18.0,0.1,0.0,0.2,.167,-2.7,0.3,-2.4,0.0
346,Greg Deane,22,UTA,SG,7,,48,4.5,.355,.091,.636,5.1,9.4,7.3,15.4,0.0,0.0,17.6,15.3,-0.1,0.0,-0.1,-0.070,-3.8,-1.0,-4.8,-0.1
347,Andre Wakefield,25,UTA,SG,8,,47,-2.0,.460,.000,.200,0.0,9.6,5.0,8.8,1.0,0.0,32.9,22.2,-0.2,0.0,-0.2,-0.187,-6.2,-0.9,-7.1,-0.2
348,Arvid Kramer,23,DEN,C,8,,45,6.6,.350,.000,.091,13.6,14.2,13.9,9.3,0.0,6.0,17.9,24.3,-0.1,0.0,-0.1,-0.102,-5.0,-0.4,-5.4,-0.1
349,Roger Brown,29,CHI,C,4,,37,7.0,.333,.000,.000,6.2,23.8,15.2,3.3,0.0,4.6,0.0,3.3,0.0,0.0,0.1,.069,-3.5,0.2,-3.3,0.0
350,Corky Calhoun,29,IND,SF,7,0,30,10.6,.405,.000,.222,23.5,10.7,17.3,0.0,3.1,0.0,9.2,14.1,0.0,0.0,0.0,.067,-4.0,-0.4,-4.4,0.0
351,Harry Davis,24,SAS,SF,4,,30,5.8,.505,.000,.167,7.3,14.0,10.7,0.0,1.5,0.0,18.9,20.0,0.0,0.0,0.0,-0.030,-4.6,-0.4,-5.1,-0.1
352,Terry Crosby,23,KCK,PG,4,,28,3.5,.615,.000,.500,0.0,4.0,1.9,30.0,0.0,0.0,50.6,14.1,0.0,0.0,0.0,-0.051,-4.4,-0.4,-4.8,0.0
353,Walt Frazier,34,CLE,PG,3,,27,13.6,.421,.091,.182,3.7,8.2,5.9,36.7,3.4,2.0,25.2,22.6,0.0,0.0,0.0,-0.012,-3.5,0.2,-3.3,0.0
354,John Olive,24,SDC,SF,1,,15,-11.5,.000,.000,.000,0.0,7.5,3.6,0.0,0.0,0.0,50.0,10.7,-0.1,0.0,-0.1,-0.303,-5.1,-0.4,-5.5,-0.1
355,Al Skinner,27,PHI,SG,2,0,10,-0.6,.500,.000,.000,0.0,0.0,0.0,25.4,0.0,0.0,50.0,16.0,0.0,0.0,0.0,-0.152,-4.6,-0.2,-4.8,0.0
356,Carl Kilpatrick,23,UTA,C,2,,6,22.7,.521,.000,1.000,20.3,56.3,39.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,.225,-4.3,-0.2,-4.5,0.0
