Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Los Angeles Lakers,79.27,90.24,68.29,81.82,78.33,74.47,85.71,85.71,80.0
2,Boston Celtics,71.95,95.12,48.78,65.52,87.5,73.91,69.44,35.71,85.71
3,Atlanta Hawks,69.51,85.37,53.66,65.52,79.17,64.44,75.68,46.15,79.55
4,Dallas Mavericks,67.07,85.37,48.78,59.09,70.0,65.22,69.44,66.67,79.07
5,Detroit Pistons,63.41,78.05,48.78,65.52,58.33,64.44,62.16,66.67,69.23
6,Milwaukee Bucks,60.98,78.05,43.9,58.62,66.67,58.0,65.62,36.36,62.5
7,Portland Trail Blazers,59.76,82.93,36.59,63.64,58.33,61.22,57.58,58.33,66.67
8,Philadelphia 76ers,54.88,68.29,41.46,50.0,66.67,59.57,48.57,45.0,44.83
9,Utah Jazz,53.66,75.61,31.71,54.55,53.33,60.87,44.44,76.92,43.24
10,Golden State Warriors,51.22,60.98,41.46,45.45,53.33,51.02,51.52,60.0,35.0
11,Houston Rockets,51.22,60.98,41.46,50.0,51.67,52.17,50.0,62.5,63.04
12,Washington Bullets,51.22,65.85,36.59,44.83,66.67,52.17,50.0,66.67,44.74
13,Indiana Pacers,50.0,68.29,31.71,48.28,54.17,45.65,55.56,66.67,44.44
14,Chicago Bulls,48.78,70.73,26.83,51.72,41.67,48.89,48.65,23.81,56.67
15,Seattle SuperSonics,47.56,60.98,34.15,31.82,53.33,53.19,40.0,38.46,51.28
16,Denver Nuggets,45.12,65.85,24.39,40.91,46.67,45.83,44.12,43.75,51.16
17,Phoenix Suns,43.9,63.41,24.39,36.36,46.67,41.67,47.06,75.0,40.48
18,Cleveland Cavaliers,37.8,60.98,14.63,37.93,37.5,38.3,37.14,62.5,34.38
19,Sacramento Kings,35.37,48.78,21.95,31.82,36.67,30.43,41.67,43.75,28.12
20,San Antonio Spurs,34.15,51.22,17.07,36.36,33.33,38.3,28.57,25.0,26.83
21,New Jersey Nets,29.27,46.34,12.2,34.48,16.67,23.4,37.14,30.77,23.91
22,New York Knicks,29.27,43.9,14.63,27.59,33.33,31.91,25.71,35.71,21.62
23,Los Angeles Clippers,14.63,21.95,7.32,4.55,18.33,15.22,13.89,25.0,7.69
