Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Portland Trail Blazers,76.83,87.8,65.85,80.77,75.0,81.25,70.59,66.67,81.25
2,Chicago Bulls,74.39,85.37,63.41,77.78,67.86,69.57,80.56,45.45,84.31
3,Los Angeles Lakers,70.73,80.49,60.98,69.23,71.43,76.09,63.89,57.14,80.85
4,Boston Celtics,68.29,85.37,51.22,64.81,75.0,74.47,60.0,70.0,73.58
5,Phoenix Suns,67.07,78.05,56.1,76.92,62.5,65.22,69.44,50.0,80.0
6,San Antonio Spurs,67.07,80.49,53.66,73.08,64.29,71.11,62.16,53.85,76.47
7,Utah Jazz,65.85,87.8,43.9,61.54,67.86,65.96,65.71,72.73,62.22
8,Houston Rockets,63.41,75.61,51.22,73.08,58.93,56.25,73.53,55.56,64.86
9,Detroit Pistons,60.98,78.05,43.9,61.11,60.71,69.39,48.48,46.15,62.5
10,Milwaukee Bucks,58.54,80.49,36.59,61.11,53.57,61.22,54.55,50.0,66.67
11,Golden State Warriors,53.66,73.17,34.15,61.54,50.0,56.52,50.0,56.25,64.1
12,Philadelphia 76ers,53.66,70.73,36.59,59.26,42.86,54.35,52.78,55.0,50.0
13,Atlanta Hawks,52.44,70.73,34.15,48.15,60.71,55.32,48.57,36.36,60.0
14,Indiana Pacers,50.0,70.73,29.27,50.0,50.0,41.3,61.11,46.67,50.0
15,Seattle SuperSonics,50.0,68.29,31.71,53.85,48.21,48.89,51.35,43.75,52.5
16,New York Knicks,47.56,51.22,43.9,51.85,39.29,42.55,54.29,35.71,45.0
17,Cleveland Cavaliers,40.24,56.1,24.39,42.59,35.71,31.91,51.43,58.33,44.12
18,Los Angeles Clippers,37.8,56.1,19.51,19.23,46.43,31.91,45.71,37.5,35.71
19,Orlando Magic,37.8,58.54,17.07,30.77,41.07,29.79,48.57,58.33,32.5
20,Washington Bullets,36.59,51.22,21.95,40.74,28.57,43.75,26.47,52.94,26.32
21,Minnesota Timberwolves,35.37,51.22,19.51,46.15,30.36,35.56,35.14,42.86,26.83
22,Dallas Mavericks,34.15,48.78,19.51,42.31,30.36,38.64,28.95,60.0,26.83
23,Charlotte Hornets,31.71,41.46,21.95,31.48,32.14,29.79,34.29,27.27,20.0
24,New Jersey Nets,31.71,48.78,14.63,33.33,28.57,29.17,35.29,36.36,25.0
25,Sacramento Kings,30.49,58.54,2.44,26.92,32.14,28.89,32.43,25.0,20.0
26,Miami Heat,29.27,43.9,14.63,27.78,32.14,27.66,31.43,45.45,27.78
27,Denver Nuggets,24.39,41.46,7.32,30.77,21.43,31.11,16.22,80.0,12.24
