Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,CHI,75.61,90.24,60.98,77.78,71.43,69.39,84.85,66.67,87.18
2,UTA,75.61,87.8,63.41,80.0,73.08,67.39,86.11,69.23,81.08
3,LAL,74.39,80.49,68.29,63.33,80.77,75.56,72.97,62.5,79.17
4,SEA,74.39,85.37,63.41,73.33,75.0,78.72,68.57,72.73,76.74
5,IND,70.73,78.05,63.41,75.93,60.71,71.74,69.44,56.25,85.71
6,PHO,68.29,73.17,63.41,63.33,71.15,67.39,69.44,54.55,69.77
7,SAS,68.29,75.61,60.98,76.67,63.46,70.83,64.71,70.0,67.39
8,MIA,67.07,73.17,60.98,66.67,67.86,63.83,71.43,69.23,68.29
9,CHO,62.2,78.05,46.34,57.41,71.43,61.7,62.86,75.0,55.56
10,ATL,60.98,70.73,51.22,62.96,57.14,59.18,63.64,47.06,68.29
11,CLE,57.32,65.85,48.78,51.85,67.86,57.45,57.14,47.37,68.57
12,POR,56.1,63.41,48.78,43.33,63.46,56.52,55.56,58.33,62.5
13,MIN,54.88,63.41,46.34,50.0,57.69,56.52,52.78,64.29,50.0
14,NJN,52.44,63.41,41.46,50.0,57.14,56.25,47.06,30.77,59.46
15,NYK,52.44,68.29,36.59,50.0,57.14,54.35,50.0,43.75,66.67
16,WAS,51.22,58.54,43.9,44.44,64.29,51.02,51.52,55.56,51.22
17,HOU,50.0,58.54,41.46,40.0,55.77,47.83,52.78,50.0,47.92
18,ORL,50.0,58.54,41.46,44.44,60.71,47.92,52.94,50.0,43.9
19,DET,45.12,60.98,29.27,46.3,42.86,46.81,42.86,28.57,60.71
20,BOS,43.9,58.54,29.27,42.59,46.43,46.81,40.0,62.5,36.11
21,MIL,43.9,51.22,36.59,37.04,57.14,51.06,34.29,30.0,31.25
22,PHI,37.8,46.34,29.27,29.63,53.57,31.11,45.95,60.0,42.11
23,SAC,32.93,51.22,14.63,30.0,34.62,41.67,20.59,44.44,27.08
24,DAL,24.39,31.71,17.07,23.33,25.0,19.15,31.43,30.77,22.86
25,GSW,23.17,29.27,17.07,13.33,28.85,17.78,29.73,33.33,18.75
26,VAN,23.17,34.15,12.2,16.67,26.92,26.53,18.18,45.45,16.22
27,LAC,20.73,26.83,14.63,10.0,26.92,22.92,17.65,30.0,12.5
28,TOR,19.51,21.95,17.07,12.96,32.14,23.4,14.29,35.71,2.94
29,DEN,13.41,21.95,4.88,6.67,17.31,8.7,19.44,9.09,10.53
