Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,SEA,76.83,90.24,63.41,67.86,81.48,77.78,75.68,64.29,89.58
2,HOU,70.73,85.37,56.1,71.43,70.37,73.91,66.67,80.0,63.64
3,ATL,69.51,87.8,51.22,75.0,57.69,72.34,65.71,61.54,73.68
4,NYK,69.51,78.05,60.98,71.43,65.38,70.83,67.65,45.45,76.09
5,PHO,68.29,87.8,48.78,67.86,68.52,67.39,69.44,53.33,71.43
6,CHI,67.07,75.61,58.54,67.86,65.38,72.34,60.0,76.47,60.98
7,SAS,67.07,78.05,56.1,82.14,59.26,71.43,60.61,33.33,73.33
8,UTA,64.63,80.49,48.78,60.71,66.67,63.27,66.67,60.0,76.92
9,GSW,60.98,70.73,51.22,60.71,61.11,57.45,65.71,78.57,52.38
10,ORL,60.98,75.61,46.34,62.5,57.69,57.45,65.71,50.0,74.36
11,CLE,57.32,75.61,39.02,55.36,61.54,51.06,65.71,9.09,62.79
12,IND,57.32,70.73,43.9,57.14,57.69,50.0,66.67,35.71,73.68
13,POR,57.32,73.17,41.46,64.29,53.7,57.45,57.14,46.67,60.98
14,NJN,54.88,70.73,39.02,57.14,50.0,47.83,63.89,50.0,56.1
15,DEN,51.22,68.29,34.15,53.57,50.0,46.81,57.14,33.33,56.76
16,MIA,51.22,53.66,48.78,57.14,38.46,48.94,54.29,25.0,65.0
17,CHO,50.0,68.29,31.71,51.79,46.15,46.81,54.29,72.73,48.78
18,LAL,40.24,51.22,29.27,53.57,33.33,38.3,42.86,58.82,20.0
19,BOS,39.02,43.9,34.15,37.5,42.31,42.55,34.29,36.36,28.57
20,SAC,34.15,48.78,19.51,39.29,31.48,31.91,37.14,50.0,22.22
21,LAC,32.93,41.46,24.39,35.71,31.48,35.56,29.73,45.0,26.32
22,PHI,30.49,36.59,24.39,30.36,30.77,42.55,14.29,41.67,27.27
23,WSB,29.27,41.46,17.07,30.36,26.92,31.91,25.71,44.44,18.75
24,DET,24.39,24.39,24.39,21.43,30.77,22.92,26.47,40.0,13.16
25,MIL,24.39,26.83,21.95,25.0,23.08,29.17,17.65,53.33,15.15
26,MIN,24.39,31.71,17.07,25.0,24.07,30.43,16.67,42.86,18.18
27,DAL,15.85,14.63,17.07,10.71,18.52,12.5,20.59,27.27,11.63
