Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Detroit Pistons,78.05,90.24,65.85,75.0,83.33,82.35,70.97,63.64,80.0
2,San Antonio Spurs,76.83,82.93,70.73,70.0,80.77,76.92,76.67,83.33,73.81
3,Dallas Mavericks,73.17,82.93,63.41,76.67,71.15,78.85,63.33,64.71,73.68
4,Phoenix Suns,65.85,75.61,56.1,73.33,61.54,67.31,63.33,0.0,79.07
5,Miami Heat,63.41,75.61,51.22,67.31,56.67,62.26,65.52,66.67,71.05
6,Cleveland Cavaliers,60.98,75.61,46.34,65.38,53.33,59.62,63.33,69.23,64.52
7,Memphis Grizzlies,59.76,73.17,46.34,60.0,59.62,55.77,66.67,37.5,69.77
8,New Jersey Nets,59.76,70.73,48.78,63.46,53.33,54.9,67.74,57.14,55.26
9,Los Angeles Clippers,57.32,65.85,48.78,66.67,51.92,58.82,54.84,54.55,55.81
10,Los Angeles Lakers,54.88,65.85,43.9,60.0,51.92,50.0,63.33,43.75,62.5
11,Denver Nuggets,53.66,63.41,43.9,63.33,48.08,51.85,57.14,60.0,52.38
12,Sacramento Kings,53.66,65.85,41.46,46.67,57.69,45.28,68.97,54.55,50.0
13,Washington Wizards,51.22,65.85,36.59,55.77,43.33,50.98,51.61,38.46,60.0
14,Chicago Bulls,50.0,51.22,48.78,57.69,36.67,44.23,60.0,37.5,46.67
15,Indiana Pacers,50.0,65.85,34.15,46.15,56.67,53.06,45.45,28.57,65.0
16,Utah Jazz,50.0,53.66,46.34,50.0,50.0,48.08,53.33,77.78,42.5
17,Milwaukee Bucks,48.78,60.98,36.59,55.77,36.67,51.92,43.33,64.71,45.45
18,New Orleans/Oklahoma City Hornets,46.34,58.54,34.15,43.33,48.08,55.77,30.0,58.33,33.33
19,Philadelphia 76ers,46.34,56.1,36.59,42.31,53.33,48.08,43.33,56.25,36.36
20,Orlando Magic,43.9,63.41,24.39,46.15,40.0,37.25,54.84,40.0,44.12
21,Seattle SuperSonics,42.68,53.66,31.71,50.0,38.46,37.74,51.72,50.0,38.46
22,Golden State Warriors,41.46,51.22,31.71,50.0,36.54,46.15,33.33,33.33,35.29
23,Houston Rockets,41.46,36.59,46.34,50.0,36.54,41.51,41.38,43.75,40.62
24,Boston Celtics,40.24,51.22,29.27,36.54,46.67,38.46,43.33,47.37,46.88
25,Minnesota Timberwolves,40.24,58.54,21.95,43.33,38.46,44.23,33.33,28.57,45.71
26,Toronto Raptors,32.93,36.59,29.27,38.46,23.33,37.74,24.14,31.25,37.5
27,Atlanta Hawks,31.71,43.9,19.51,36.54,23.33,32.0,31.25,50.0,24.14
28,Charlotte Bobcats,31.71,41.46,21.95,34.62,26.67,25.93,42.86,41.67,27.78
29,New York Knicks,28.05,36.59,19.51,28.85,26.67,28.85,26.67,57.14,17.95
30,Portland Trail Blazers,25.61,36.59,14.63,36.67,19.23,35.29,9.68,63.64,8.7
