Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,San Antonio Spurs,75.61,78.05,73.17,80.0,73.08,71.7,82.76,100.0,74.47
2,Oklahoma City Thunder,71.95,82.93,60.98,76.67,69.23,78.18,59.26,71.43,80.49
3,Los Angeles Clippers,69.51,82.93,56.1,70.0,69.23,67.27,74.07,57.14,76.92
4,Indiana Pacers,68.29,85.37,51.22,73.08,60.0,76.92,53.33,57.14,63.04
5,Houston Rockets,65.85,80.49,51.22,76.67,59.62,67.92,62.07,53.85,76.92
6,Miami Heat,65.85,78.05,53.66,65.38,66.67,72.55,54.84,53.33,74.36
7,Portland Trail Blazers,65.85,75.61,56.1,76.67,59.62,67.92,62.07,47.06,64.86
8,Golden State Warriors,62.2,65.85,58.54,66.67,59.62,58.49,68.97,57.89,75.68
9,Memphis Grizzlies,60.98,65.85,56.1,70.0,55.77,55.77,70.0,71.43,58.06
10,Dallas Mavericks,59.76,63.41,56.1,66.67,55.77,59.26,60.71,50.0,69.7
11,Chicago Bulls,58.54,65.85,51.22,67.31,43.33,51.92,70.0,54.55,58.7
12,Toronto Raptors,58.54,63.41,53.66,61.54,53.33,53.85,66.67,27.27,80.0
13,Phoenix Suns,58.54,63.41,53.66,66.67,53.85,58.82,58.06,18.18,73.08
14,Brooklyn Nets,53.66,68.29,39.02,50.0,60.0,47.06,64.52,72.73,45.95
15,Washington Wizards,53.66,53.66,53.66,63.46,36.67,48.08,63.33,35.71,57.58
16,Charlotte Bobcats,52.44,60.98,43.9,57.69,43.33,43.4,68.97,50.0,48.65
17,Minnesota Timberwolves,48.78,58.54,39.02,56.67,44.23,47.17,51.72,45.45,59.09
18,Atlanta Hawks,46.34,58.54,34.15,53.85,33.33,49.02,41.94,47.06,48.39
19,New York Knicks,45.12,46.34,43.9,50.0,36.67,38.46,56.67,27.27,46.34
20,Denver Nuggets,43.9,53.66,34.15,53.33,38.46,47.06,38.71,61.54,40.0
21,New Orleans Pelicans,41.46,53.66,29.27,63.33,28.85,44.23,36.67,46.67,32.26
22,Cleveland Cavaliers,40.24,46.34,34.15,40.38,40.0,37.74,44.83,58.33,32.5
23,Detroit Pistons,35.37,41.46,29.27,44.23,20.0,42.31,23.33,25.0,39.02
24,Sacramento Kings,34.15,41.46,26.83,43.33,28.85,33.96,34.48,30.77,31.58
25,Los Angeles Lakers,32.93,34.15,31.71,40.0,28.85,33.96,31.03,50.0,26.67
26,Boston Celtics,30.49,39.02,21.95,40.38,13.33,35.19,21.43,35.71,28.12
27,Utah Jazz,30.49,39.02,21.95,40.0,25.0,36.54,20.0,55.56,18.75
28,Orlando Magic,28.05,46.34,9.76,32.69,20.0,29.63,25.0,41.67,25.0
29,Philadelphia 76ers,23.17,24.39,21.95,26.92,16.67,27.78,14.29,66.67,8.0
30,Milwaukee Bucks,18.29,24.39,12.2,23.08,10.0,17.31,20.0,44.44,10.81
