Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,CHI,84.15,95.12,73.17,81.48,89.29,87.5,79.41,69.23,91.84
2,UTA,78.05,92.68,63.41,76.67,78.85,70.21,88.57,37.5,87.8
3,MIA,74.39,70.73,78.05,74.07,75.0,75.0,73.53,78.95,83.78
4,HOU,69.51,73.17,65.85,56.67,76.92,66.67,73.53,66.67,67.5
5,NYK,69.51,75.61,63.41,70.37,67.86,70.83,67.65,69.23,69.7
6,SEA,69.51,75.61,63.41,66.67,71.15,68.09,71.43,30.77,86.67
7,ATL,68.29,87.8,48.78,62.96,78.57,67.39,69.44,62.5,71.43
8,LAL,68.29,75.61,60.98,63.33,71.15,72.92,61.76,63.64,65.91
9,CHO,65.85,73.17,58.54,62.96,71.43,60.42,73.53,61.54,61.29
10,DET,65.85,73.17,58.54,62.96,71.43,73.91,55.56,55.56,72.97
11,POR,59.76,70.73,48.78,43.33,69.23,52.08,70.59,30.77,71.05
12,ORL,54.88,63.41,46.34,53.7,57.14,54.55,55.26,85.71,46.15
13,WSB,53.66,60.98,46.34,51.85,57.14,46.81,62.86,28.57,61.11
14,CLE,51.22,60.98,41.46,48.15,57.14,53.19,48.57,60.0,57.14
15,MIN,48.78,60.98,36.59,40.0,53.85,47.92,50.0,68.75,43.9
16,PHO,48.78,60.98,36.59,43.33,51.92,35.42,67.65,31.25,43.59
17,IND,47.56,51.22,43.9,40.74,60.71,50.0,44.44,47.06,61.54
18,LAC,43.9,51.22,36.59,33.33,50.0,43.18,44.74,63.64,37.5
19,SAC,41.46,53.66,29.27,36.67,44.23,42.86,39.39,50.0,34.15
20,MIL,40.24,48.78,31.71,40.74,39.29,44.68,34.29,46.15,45.45
21,GSW,36.59,43.9,29.27,36.67,36.54,36.96,36.11,20.0,33.33
22,TOR,36.59,43.9,29.27,29.63,50.0,36.96,36.11,38.89,32.35
23,NJN,31.71,39.02,24.39,29.63,35.71,28.26,36.11,40.0,26.83
24,DAL,29.27,34.15,24.39,26.67,30.77,36.36,21.05,43.75,15.38
25,PHI,26.83,26.83,26.83,25.93,28.57,26.09,27.78,40.0,20.0
26,DEN,25.61,29.27,21.95,26.67,25.0,33.33,14.71,40.0,22.86
27,SAS,24.39,29.27,19.51,26.67,23.08,24.44,24.32,66.67,18.75
28,BOS,18.29,26.83,9.76,14.81,25.0,23.91,11.11,20.0,14.63
29,VAN,17.07,19.51,14.63,16.67,17.31,17.65,16.13,57.14,10.87
