Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Utah Jazz,72.22,86.11,58.33,80.0,66.67,75.0,69.44,60.0,84.78
2,Phoenix Suns,70.83,75.0,66.67,70.0,71.43,68.57,72.97,75.0,74.19
3,Philadelphia 76ers,68.06,80.56,55.56,73.81,60.0,66.67,69.44,70.0,69.23
4,Brooklyn Nets,66.67,77.78,55.56,61.9,73.33,64.86,68.57,37.5,68.57
5,Denver Nuggets,65.28,69.44,61.11,70.0,61.9,58.33,72.22,60.0,72.5
6,Los Angeles Clippers,65.28,72.22,58.33,66.67,64.29,63.16,67.65,42.86,81.58
7,Milwaukee Bucks,63.89,72.22,55.56,71.43,53.33,61.11,66.67,54.55,70.73
8,Dallas Mavericks,58.33,58.33,58.33,70.0,50.0,52.94,63.16,55.56,60.47
9,Los Angeles Lakers,58.33,58.33,58.33,56.67,59.52,64.86,51.43,58.33,62.86
10,Portland Trail Blazers,58.33,55.56,61.11,63.33,54.76,60.0,56.76,52.63,61.29
11,Atlanta Hawks,56.94,69.44,44.44,57.14,56.67,44.44,69.44,50.0,62.5
12,New York Knicks,56.94,69.44,44.44,59.52,53.33,51.35,62.86,18.18,61.54
13,Miami Heat,55.56,58.33,52.78,57.14,53.33,50.0,61.11,44.44,50.0
14,Golden State Warriors,54.17,69.44,38.89,46.67,59.52,51.35,57.14,60.0,58.14
15,Memphis Grizzlies,52.78,50.0,55.56,63.33,45.24,50.0,55.0,30.0,52.27
16,Boston Celtics,50.0,58.33,41.67,47.62,53.33,52.78,47.22,58.33,58.62
17,Washington Wizards,47.22,52.78,41.67,38.1,60.0,41.18,52.63,57.89,41.18
18,Indiana Pacers,47.22,36.11,58.33,47.62,46.67,45.71,48.65,55.56,46.88
19,Charlotte Hornets,45.83,50.0,41.67,47.62,43.33,48.57,43.24,69.23,36.84
20,San Antonio Spurs,45.83,38.89,52.78,53.33,40.48,56.25,37.5,46.67,47.37
21,Chicago Bulls,43.06,41.67,44.44,50.0,33.33,47.06,39.47,37.5,44.44
22,New Orleans Pelicans,43.06,50.0,36.11,43.33,42.86,41.67,44.44,23.08,38.24
23,Sacramento Kings,43.06,44.44,41.67,43.33,42.86,38.89,47.22,66.67,35.29
24,Toronto Raptors,37.5,44.44,30.56,40.48,33.33,47.22,27.78,33.33,47.22
25,Minnesota Timberwolves,31.94,36.11,27.78,26.67,35.71,19.44,44.44,40.0,26.47
26,Cleveland Cavaliers,30.56,36.11,25.0,38.1,20.0,38.89,22.22,66.67,22.92
27,Oklahoma City Thunder,30.56,27.78,33.33,33.33,28.57,41.67,19.44,58.33,12.2
28,Orlando Magic,29.17,30.56,27.78,30.95,26.67,36.11,22.22,37.5,14.63
29,Detroit Pistons,27.78,36.11,19.44,28.57,26.67,27.78,27.78,11.11,31.11
30,Houston Rockets,23.61,25.0,22.22,20.0,26.19,32.35,15.79,42.86,17.78
