Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,Phoenix Suns,75.61,75.61,75.61,80.0,73.08,75.93,75.0,77.78,81.82
2,Miami Heat,71.95,85.37,58.54,78.85,60.0,74.07,67.86,46.67,84.62
3,San Antonio Spurs,71.95,92.68,51.22,76.67,69.23,77.36,62.07,56.25,88.89
4,Dallas Mavericks,70.73,70.73,70.73,76.67,67.31,68.63,74.19,66.67,73.68
5,Detroit Pistons,65.85,78.05,53.66,67.31,63.33,62.75,70.97,50.0,65.0
6,Seattle SuperSonics,63.41,63.41,63.41,70.0,59.62,70.0,53.12,58.33,62.5
7,Houston Rockets,62.2,63.41,60.98,60.0,63.46,60.38,65.52,66.67,71.79
8,Sacramento Kings,60.98,73.17,48.78,73.33,53.85,62.26,58.62,58.82,57.14
9,Denver Nuggets,59.76,75.61,43.9,70.0,53.85,45.28,86.21,66.67,58.14
10,Chicago Bulls,57.32,65.85,48.78,61.54,50.0,53.06,63.64,58.33,50.0
11,Boston Celtics,54.88,65.85,43.9,57.69,50.0,50.94,62.07,61.11,53.33
12,Memphis Grizzlies,54.88,63.41,46.34,60.0,51.92,56.6,51.72,38.89,65.71
13,Washington Wizards,54.88,70.73,39.02,53.85,56.67,57.69,50.0,70.0,50.0
14,Indiana Pacers,53.66,60.98,46.34,55.77,50.0,49.02,61.29,50.0,60.0
15,Minnesota Timberwolves,53.66,58.54,48.78,46.67,57.69,50.0,60.71,45.45,51.61
16,Philadelphia 76ers,52.44,60.98,43.9,63.46,33.33,49.06,58.62,71.43,46.43
17,New Jersey Nets,51.22,58.54,43.9,59.62,36.67,43.4,65.52,63.64,42.22
18,Cleveland Cavaliers,51.22,70.73,31.71,50.0,53.33,58.82,38.71,44.44,57.45
19,Los Angeles Clippers,45.12,65.85,24.39,56.67,38.46,43.4,48.28,23.53,44.12
20,Orlando Magic,43.9,58.54,29.27,40.38,50.0,53.85,26.67,66.67,31.25
21,Golden State Warriors,41.46,48.78,34.15,46.67,38.46,28.3,65.52,28.57,38.89
22,Los Angeles Lakers,41.46,53.66,29.27,43.33,40.38,52.0,25.0,37.5,32.35
23,New York Knicks,40.24,53.66,26.83,40.38,40.0,39.62,41.38,45.0,43.33
24,Toronto Raptors,40.24,53.66,26.83,38.46,43.33,39.62,41.38,40.0,43.24
25,Milwaukee Bucks,36.59,56.1,17.07,46.15,20.0,40.0,31.25,50.0,32.26
26,Portland Trail Blazers,32.93,43.9,21.95,46.67,25.0,41.18,19.35,61.54,30.0
27,Utah Jazz,31.71,43.9,19.51,20.0,38.46,32.69,30.0,37.5,29.55
28,Charlotte Bobcats,21.95,34.15,9.76,21.15,23.33,22.0,21.88,23.81,17.14
29,New Orleans Hornets,21.95,26.83,17.07,26.67,19.23,20.75,24.14,35.29,8.82
30,Atlanta Hawks,15.85,21.95,9.76,15.38,16.67,19.61,9.68,20.0,6.52
