Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,CLE,74.39,85.37,63.41,73.08,76.67,79.63,64.29,46.67,86.49
2,ORL,71.95,82.93,60.98,75.0,66.67,66.67,82.14,42.86,86.67
3,LAL,69.51,82.93,56.1,73.33,67.31,75.93,57.14,61.11,67.5
4,DAL,67.07,68.29,65.85,73.33,63.46,61.54,76.67,81.82,60.0
5,PHO,65.85,78.05,53.66,63.33,67.31,58.49,79.31,55.56,75.61
6,ATL,64.63,82.93,46.34,61.54,70.0,64.71,64.52,40.0,77.5
7,DEN,64.63,82.93,46.34,63.33,65.38,66.04,62.07,69.23,69.05
8,UTA,64.63,78.05,51.22,73.33,59.62,62.75,67.74,62.5,69.57
9,BOS,60.98,58.54,63.41,63.46,56.67,64.0,56.25,57.14,69.7
10,OKC,60.98,65.85,56.1,73.33,53.85,58.82,64.52,38.89,73.53
11,POR,60.98,63.41,58.54,56.67,63.46,56.36,70.37,66.67,64.86
12,SAS,60.98,70.73,51.22,63.33,59.62,58.82,64.52,60.0,79.07
13,MIA,57.32,58.54,56.1,61.54,50.0,49.06,72.41,70.0,60.0
14,MIL,56.1,68.29,43.9,59.62,50.0,47.06,70.97,36.84,52.78
15,CHA,53.66,75.61,31.71,51.92,56.67,50.98,58.06,56.25,65.62
16,HOU,51.22,56.1,46.34,46.67,53.85,52.94,48.39,50.0,53.12
17,CHI,50.0,58.54,41.46,53.85,43.33,49.02,51.61,58.33,41.67
18,MEM,48.78,56.1,41.46,60.0,42.31,50.98,45.16,60.0,39.53
19,TOR,48.78,60.98,36.59,55.77,36.67,55.77,36.67,54.55,44.19
20,NOH,45.12,58.54,31.71,36.67,50.0,52.83,31.03,66.67,17.24
21,IND,39.02,56.1,21.95,44.23,30.0,34.62,46.67,37.5,41.67
22,LAC,35.37,51.22,19.51,46.67,28.85,40.38,26.67,62.5,25.53
23,NYK,35.37,43.9,26.83,38.46,30.0,37.25,32.26,40.0,26.32
24,DET,32.93,41.46,24.39,34.62,30.0,35.29,29.03,80.0,19.44
25,PHI,32.93,29.27,36.59,26.92,43.33,38.46,23.33,42.86,36.59
26,GSW,31.71,43.9,19.51,36.67,28.85,27.45,38.71,20.0,33.33
27,WAS,31.71,36.59,26.83,34.62,26.67,34.0,28.12,29.41,26.19
28,SAC,30.49,43.9,17.07,30.0,30.77,34.62,23.33,46.15,27.03
29,MIN,18.29,24.39,12.2,23.33,15.38,24.53,6.9,25.0,9.3
30,NJN,14.63,19.51,9.76,15.38,13.33,7.69,26.67,12.5,10.2
