Rk,Team,Overall,Home,Road,E,W,Pre,Post,≤3,≥10
1,BOS,74.39,85.37,63.41,75.0,72.73,75.47,72.41,53.33,87.18
2,LAL,73.17,90.24,56.1,81.82,70.0,69.09,81.48,68.75,82.86
3,PHI,71.95,87.8,56.1,73.33,68.18,73.08,70.0,85.0,75.0
4,SEA,68.29,80.49,56.1,77.27,65.0,70.37,64.29,62.5,78.12
5,PHO,67.07,88.1,45.0,59.09,70.0,64.81,71.43,71.43,69.23
6,ATL,60.98,78.05,43.9,63.33,54.55,58.18,66.67,42.11,63.33
7,MIL,59.76,70.0,50.0,45.45,65.0,51.79,76.92,56.52,65.71
8,KCK,57.32,73.17,41.46,63.64,55.0,60.34,50.0,47.62,70.97
9,HOU,50.0,70.73,29.27,50.0,50.0,47.17,55.17,68.18,51.52
10,SAS,50.0,65.85,34.15,45.0,63.64,53.7,42.86,50.0,50.0
11,WSB,47.56,58.54,36.59,45.0,54.55,44.23,53.33,55.0,29.41
12,NYK,47.56,60.98,34.15,43.33,59.09,49.09,44.44,37.5,38.24
13,POR,46.34,63.41,29.27,40.91,48.33,47.27,44.44,55.0,50.0
14,CLE,45.12,68.29,21.95,46.67,40.91,41.82,51.85,38.1,54.55
15,IND,45.12,63.41,26.83,46.67,40.91,48.15,39.29,57.14,48.48
16,SDC,42.68,58.54,26.83,40.91,43.33,49.12,28.0,29.41,34.15
17,NJN,41.46,53.66,29.27,43.33,36.36,40.74,42.86,29.41,48.48
18,CHI,36.59,51.22,21.95,31.82,38.33,33.96,41.38,43.75,25.93
19,DEN,36.59,58.54,14.63,40.91,35.0,33.93,42.31,41.67,30.0
20,GSW,29.27,36.59,21.95,22.73,31.67,29.63,28.57,12.5,37.14
21,UTA,29.27,41.46,17.07,31.82,28.33,32.73,22.22,50.0,18.6
22,DET,19.51,31.71,7.32,18.33,22.73,25.93,7.14,30.77,12.77
